Event_ID,Session_ID,User_ID,Product_ID,Date,Event_Type,Page,Event_Time
E00002775,S0009219,U000894,P000584,2024-02-09,Remove From Cart,Product,08:20:18
E00002776,S0008875,U000335,P000856,2025-12-28,Search,Checkout,00:37:36
E00002777,S0002970,U000328,P000426,2024-02-28,Purchase,Product,05:14:42
E00002778,S0008204,U000799,P000868,2024-10-24,Add To Cart,Checkout,10:32:28
E00002779,S0006308,U001335,P000539,2024-03-03,Begin Checkout,Search,12:29:34
E00002780,S0003678,U001059,P000051,2025-08-02,Add To Cart,Checkout,18:06:15
E00002781,S0009657,U000457,P000162,2024-06-05,Product View,Home,17:40:53
E00002782,S0009710,U001292,P000409,2024-03-25,Search,Category,09:06:01
E00002783,S0007502,U001912,P000810,2025-12-27,Payment,Home,04:05:04
E00002784,S0007469,U001282,P000087,2024-10-14,Category View,Product,23:52:48
E00002785,S0005022,U001226,P000795,2025-03-19,Purchase,Home,01:21:45
E00002786,S0006290,U001743,P000253,2024-08-17,Remove From Cart,Cart,16:15:45
E00002787,S0001991,U000339,P000581,2025-05-22,Purchase,Cart,11:02:09
E00002788,S0007574,U000441,P000785,2024-01-22,Remove From Cart,Search,21:52:00
E00002789,S0009768,U000704,P000534,2025-05-05,Payment,Checkout,09:00:34
E00002790,S0003852,U001580,P000608,2024-07-07,Remove From Cart,Category,01:19:31
E00002791,S0002147,U000565,P000779,2025-06-22,Add To Cart,Checkout,20:23:51
E00002792,S0001144,U001958,P000887,2025-07-28,Payment,Home,17:35:47
E00002793,S0004394,U000803,P000852,2025-08-24,Begin Checkout,Category,11:03:27
E00002794,S0006451,U001354,P000490,2024-01-09,Add To Cart,Home,19:27:18
E00002795,S0005245,U001802,P000356,2025-12-20,Add To Cart,Profile,15:34:55
E00002796,S0003405,U001043,P000181,2025-02-04,Search,Product,16:03:13
E00002797,S0001024,U000863,P000526,2025-11-20,Remove From Cart,Profile,23:54:37
E00002798,S0002883,U000402,P000031,2024-06-03,Product View,Profile,03:52:56
E00002799,S0004002,U001336,P000666,2024-10-11,Remove From Cart,Profile,08:52:21
E00002800,S0003017,U001316,P000741,2025-06-16,Wishlist,Category,18:13:44
E00002801,S0005588,U000338,P000458,2025-01-02,Product View,Search,16:36:05
E00002802,S0004082,U000280,P000409,2024-03-01,Product View,Category,06:51:29
E00002803,S0000144,U001605,P000930,2025-07-21,Product View,Home,11:41:28
E00002804,S0000780,U000232,P000954,2024-12-17,Search,Cart,03:11:09
E00002805,S0000104,U000315,P000437,2024-07-25,Add To Cart,Search,14:33:28
E00002806,S0002547,U001859,P000858,2025-05-03,Product View,Profile,16:57:28
E00002807,S0004412,U000561,P000075,2024-05-21,Add To Cart,Category,04:56:48
E00002808,S0002066,U000426,P000769,2024-12-25,Payment,Search,04:54:46
E00002809,S0007933,U001960,P000382,2024-01-01,Product View,Product,09:51:50
E00002810,S0002019,U001364,P000792,2024-12-22,Payment,Category,22:34:35
E00002811,S0005510,U001694,P000547,2024-05-06,Search,Product,18:27:12
E00002812,S0004670,U001771,P000653,2025-05-01,Page View,Home,03:10:14
E00002813,S0003328,U000489,P000595,2025-04-30,Product View,Category,11:19:11
E00002814,S0004761,U000837,P000491,2024-10-23,Product View,Profile,19:22:22
E00002815,S0008730,U000455,P000163,2024-10-23,Payment,Category,12:45:41
E00002816,S0004123,U000523,P000491,2025-06-03,Payment,Profile,09:26:37
E00002817,S0005413,U000619,P000024,2024-02-10,Product View,Product,17:15:14
E00002818,S0009328,U000197,P000516,2025-09-16,Payment,Product,23:07:12
E00002819,S0006483,U001549,P000341,2024-03-16,Page View,Home,13:38:06
E00002820,S0009965,U000188,P000272,2024-06-24,Category View,Search,17:35:05
E00002821,S0001168,U000240,P000234,2025-11-19,Add To Cart,Product,11:39:34
E00002822,S0002853,U000198,P000395,2025-06-22,Page View,Cart,09:29:58
E00002823,S0008673,U000249,P000381,2025-04-27,Landing,Product,02:03:49
E00002824,S0006682,U000696,P000140,2024-02-12,Begin Checkout,Search,10:22:53
E00002825,S0006482,U001400,P000065,2025-08-12,Product View,Home,22:42:54
E00002826,S0001902,U000536,P000624,2025-12-06,Remove From Cart,Search,06:55:49
E00002827,S0000517,U000508,P000033,2024-04-21,Product View,Cart,13:29:39
E00002828,S0000742,U001011,P000989,2025-11-04,Page View,Cart,06:39:25
E00002829,S0009229,U001196,P000794,2025-03-14,Category View,Profile,20:52:47
E00002830,S0003160,U000383,P000750,2024-12-28,Product View,Profile,02:54:25
E00002831,S0005863,U000458,P000114,2025-12-12,Search,Profile,14:44:24
E00002832,S0001238,U001035,P000011,2025-04-24,Search,Category,12:31:53
E00002833,S0009596,U000310,P000790,2025-08-17,Payment,Cart,02:59:55
E00002834,S0009990,U001769,P000146,2024-01-18,Page View,Checkout,12:53:26
E00002835,S0004610,U000796,P000686,2024-06-10,Page View,Cart,21:36:59
E00002836,S0008373,U001499,P000897,2025-04-17,Begin Checkout,Category,21:05:05
E00002837,S0009927,U001150,P000445,2024-03-24,Remove From Cart,Checkout,08:06:01
E00002838,S0004946,U001542,P000145,2024-04-19,Purchase,Checkout,09:56:12
E00002839,S0008389,U000449,P000295,2024-10-31,Category View,Profile,18:08:26
E00002840,S0006992,U000101,P000446,2024-01-15,Landing,Cart,13:11:09
E00002841,S0000207,U000428,P000302,2025-04-05,Add To Cart,Checkout,15:34:33
E00002842,S0005556,U000294,P000459,2024-02-21,Remove From Cart,Home,18:01:07
E00002843,S0004456,U001206,P000698,2024-09-13,Landing,Cart,02:54:24
E00002844,S0005251,U001797,P000552,2024-05-02,Purchase,Category,13:02:54
E00002845,S0008133,U000599,P000838,2024-11-14,Landing,Search,05:48:19
E00002846,S0007954,U001804,P000276,2024-08-24,Purchase,Checkout,18:56:12
E00002847,S0003428,U001262,P000762,2024-09-22,Begin Checkout,Category,11:59:03
E00002848,S0002063,U000562,P000663,2024-11-10,Payment,Home,06:32:10
E00002849,S0001016,U000396,P000919,2024-02-06,Page View,Search,16:47:27
E00002850,S0007008,U001236,P000992,2025-03-22,Search,Checkout,10:06:03
E00002851,S0007167,U000188,P000842,2024-02-11,Page View,Category,05:06:56
E00002852,S0007411,U000412,P000481,2025-07-18,Purchase,Checkout,11:20:30
E00002853,S0003708,U001736,P000475,2025-04-24,Purchase,Category,04:50:30
E00002854,S0001211,U001694,P000539,2024-04-17,Payment,Profile,01:44:40
E00002855,S0002928,U001437,P000815,2025-06-02,Remove From Cart,Home,14:06:17
E00002856,S0009816,U001881,P000051,2024-06-23,Wishlist,Checkout,20:59:59
E00002857,S0002947,U001928,P000903,2025-11-11,Begin Checkout,Profile,04:11:13
E00002858,S0005325,U001365,P000861,2024-02-10,Category View,Product,01:13:58
E00002859,S0007626,U000579,P000067,2025-04-22,Payment,Home,19:23:03
E00002860,S0006384,U001316,P000733,2024-08-05,Begin Checkout,Home,21:31:52
E00002861,S0000954,U001446,P000044,2025-07-31,Page View,Profile,21:00:07
E00002862,S0001232,U001779,P000758,2025-09-23,Wishlist,Cart,10:20:39
E00002863,S0002606,U000143,P000062,2025-05-01,Page View,Cart,17:49:57
E00002864,S0005304,U000175,P000295,2024-07-23,Wishlist,Cart,15:03:45
E00002865,S0002143,U001468,P000157,2024-06-22,Category View,Product,05:07:41
E00002866,S0007790,U001262,P000388,2024-01-15,Purchase,Checkout,08:00:33
E00002867,S0005225,U000564,P000831,2024-06-06,Search,Profile,19:22:42
E00002868,S0005111,U000155,P000593,2024-12-29,Payment,Search,13:00:24
E00002869,S0007841,U000223,P000924,2025-07-20,Product View,Home,18:59:47
E00002870,S0009140,U000925,P000523,2024-02-19,Category View,Category,14:47:21
E00002871,S0008664,U001807,P000723,2025-02-11,Wishlist,Category,02:23:23
E00002872,S0002503,U000823,P000010,2024-08-27,Landing,Profile,20:10:28
E00002873,S0001440,U001905,P000945,2024-01-28,Remove From Cart,Home,06:24:59
E00002874,S0001503,U000651,P000490,2025-06-27,Payment,Checkout,21:30:04
E00002875,S0006809,U000333,P000448,2024-06-18,Payment,Profile,16:17:38
E00002876,S0002903,U000416,P000183,2025-03-01,Wishlist,Home,06:17:05
E00002877,S0001133,U001370,P000630,2025-08-29,Category View,Home,13:13:13
E00002878,S0007983,U001081,P000425,2025-11-13,Add To Cart,Profile,17:32:57
E00002879,S0004617,U000073,P000463,2024-02-07,Category View,Checkout,19:12:37
E00002880,S0009507,U001147,P000276,2025-07-05,Add To Cart,Checkout,07:49:00
E00002881,S0003042,U001901,P000758,2024-03-25,Product View,Search,22:24:04
E00002882,S0002489,U000532,P000082,2024-08-31,Wishlist,Search,20:24:13
E00002883,S0004436,U000452,P000135,2024-01-26,Remove From Cart,Checkout,01:10:29
E00002884,S0003495,U001219,P000009,2024-06-01,Remove From Cart,Home,05:20:15
E00002885,S0007750,U001491,P000762,2025-03-27,Begin Checkout,Home,11:10:34
E00002886,S0000651,U000269,P000302,2024-09-20,Payment,Product,13:06:33
E00002887,S0008461,U001699,P000094,2025-02-05,Product View,Product,09:24:05
E00002888,S0005608,U001767,P000983,2025-12-22,Search,Product,10:00:21
E00002889,S0007130,U000227,P000672,2024-05-30,Landing,Profile,20:12:52
E00002890,S0008732,U001236,P000522,2024-10-08,Add To Cart,Home,19:12:24
E00002891,S0007838,U000410,P000749,2024-06-11,Page View,Category,06:02:53
E00002892,S0005810,U001209,P000431,2024-04-14,Page View,Product,13:23:02
E00002893,S0005416,U001414,P000961,2025-06-21,Page View,Profile,05:33:40
E00002894,S0001020,U001412,P000700,2025-06-04,Landing,Profile,20:29:43
E00002895,S0001086,U000995,P000286,2025-09-09,Remove From Cart,Category,02:09:05
E00002896,S0000678,U001679,P000888,2024-01-20,Search,Profile,04:30:27
E00002897,S0007887,U000285,P000942,2025-07-13,Product View,Category,10:05:11
E00002898,S0001398,U000133,P000677,2025-03-02,Product View,Category,13:28:45
E00002899,S0006327,U000204,P000671,2025-03-25,Category View,Cart,00:43:16
E00002900,S0006381,U001920,P000867,2025-02-12,Page View,Category,20:07:11
E00002901,S0006949,U000802,P000201,2025-03-23,Search,Checkout,08:25:06
E00002902,S0005952,U001254,P000530,2025-12-11,Remove From Cart,Search,23:25:46
E00002903,S0002974,U000410,P000315,2024-05-16,Payment,Checkout,22:27:30
E00002904,S0004965,U000243,P000628,2025-09-09,Page View,Profile,13:00:13
E00002905,S0009822,U000555,P000799,2025-02-06,Wishlist,Product,18:26:25
E00002906,S0009562,U001828,P000984,2025-04-09,Page View,Checkout,10:18:25
E00002907,S0006812,U000627,P000065,2025-05-29,Search,Category,16:34:21
E00002908,S0008700,U001708,P000347,2024-10-31,Page View,Search,03:56:10
E00002909,S0003556,U001149,P000074,2024-09-19,Payment,Checkout,04:29:51
E00002910,S0008894,U000671,P000896,2024-05-26,Wishlist,Product,11:28:06
E00002911,S0003452,U000213,P000794,2024-12-18,Page View,Cart,19:50:22
E00002912,S0003865,U000123,P000287,2025-10-13,Begin Checkout,Product,21:37:03
E00002913,S0007448,U000964,P000270,2025-03-01,Page View,Category,06:40:22
E00002914,S0001813,U000552,P000565,2025-08-28,Purchase,Home,12:30:32
E00002915,S0006612,U000870,P000580,2024-11-30,Add To Cart,Search,21:42:49
E00002916,S0000869,U001400,P000445,2024-03-15,Search,Category,11:39:04
E00002917,S0005549,U000403,P000587,2025-08-01,Category View,Checkout,11:25:28
E00002918,S0007296,U001117,P000879,2024-01-19,Begin Checkout,Product,15:04:19
E00002919,S0000047,U001369,P000392,2024-11-14,Search,Product,19:54:31
E00002920,S0006375,U001506,P000318,2024-11-19,Category View,Home,15:04:20
E00002921,S0001664,U001364,P000235,2025-12-31,Remove From Cart,Search,04:26:38
E00002922,S0000704,U001470,P000648,2024-06-06,Purchase,Product,19:12:16
E00002923,S0001093,U000686,P000999,2024-12-06,Product View,Search,21:12:24
E00002924,S0007412,U000442,P000796,2025-03-01,Page View,Profile,00:20:05
E00002925,S0006292,U000275,P000379,2025-05-04,Category View,Cart,02:01:06
E00002926,S0007855,U000092,P000314,2024-06-12,Wishlist,Checkout,11:56:07
E00002927,S0002847,U000019,P000070,2024-02-03,Add To Cart,Profile,07:19:04
E00002928,S0009294,U000448,P000175,2024-03-09,Purchase,Search,11:21:07
E00002929,S0004603,U001214,P000365,2025-03-07,Search,Category,09:10:51
E00002930,S0006086,U000236,P000324,2024-02-27,Search,Profile,18:50:54
E00002931,S0006282,U000859,P000358,2024-10-26,Add To Cart,Search,05:34:38
E00002932,S0009832,U001816,P000869,2024-04-29,Search,Home,13:21:04
E00002933,S0005954,U001232,P000643,2024-12-02,Add To Cart,Home,10:00:28
E00002934,S0008410,U001512,P000401,2025-03-15,Product View,Home,22:23:00
E00002935,S0002056,U000624,P000428,2025-10-20,Remove From Cart,Category,07:33:41
E00002936,S0008958,U000525,P000493,2024-12-24,Purchase,Cart,10:58:18
E00002937,S0004641,U000839,P000490,2024-02-26,Search,Cart,14:20:47
E00002938,S0009088,U000678,P000889,2025-08-27,Begin Checkout,Category,18:47:55
E00002939,S0000177,U001465,P000066,2024-03-01,Category View,Checkout,00:53:43
E00002940,S0006197,U001370,P000889,2024-04-15,Product View,Checkout,04:49:41
E00002941,S0007032,U001137,P000687,2025-12-03,Landing,Product,22:05:00
E00002942,S0007881,U000922,P000746,2024-05-02,Category View,Home,08:09:07
E00002943,S0001165,U001727,P000790,2025-11-10,Landing,Product,11:14:49
E00002944,S0008101,U000351,P000802,2025-01-21,Payment,Home,07:38:04
E00002945,S0006703,U001609,P000686,2024-08-23,Wishlist,Cart,10:39:25
E00002946,S0009220,U000861,P000629,2025-01-24,Landing,Checkout,07:48:34
E00002947,S0003585,U000471,P000661,2024-05-25,Product View,Search,11:31:42
E00002948,S0004093,U000400,P000824,2024-04-28,Landing,Profile,22:20:20
E00002949,S0001402,U000890,P000046,2024-07-06,Begin Checkout,Checkout,19:47:40
E00002950,S0006460,U001031,P000800,2024-01-31,Category View,Checkout,11:04:27
E00002951,S0003410,U001637,P000649,2024-11-29,Remove From Cart,Search,00:03:18
E00002952,S0005889,U000339,P000779,2025-01-01,Wishlist,Product,02:24:56
E00002953,S0007013,U001570,P000777,2024-09-04,Add To Cart,Search,17:29:13
E00002954,S0003429,U000833,P000858,2024-04-05,Purchase,Search,23:13:08
E00002955,S0001397,U001058,P000635,2024-10-30,Purchase,Profile,09:38:11
E00002956,S0007937,U000924,P000272,2024-12-27,Category View,Cart,16:55:53
E00002957,S0000386,U001608,P000118,2024-06-04,Purchase,Checkout,19:10:55
E00002958,S0008189,U000789,P000713,2025-07-05,Wishlist,Home,23:01:44
E00002959,S0003463,U001846,P000725,2024-10-23,Landing,Profile,00:19:26
E00002960,S0002948,U001083,P000528,2024-04-11,Category View,Product,22:29:05
E00002961,S0004651,U001969,P000829,2025-10-18,Purchase,Search,10:54:41
E00002962,S0000744,U000323,P000457,2024-07-16,Remove From Cart,Cart,20:37:25
E00002963,S0002930,U000782,P000495,2025-03-18,Category View,Category,01:27:29
E00002964,S0001378,U001153,P000357,2024-06-13,Remove From Cart,Home,11:01:17
E00002965,S0002070,U001751,P000125,2025-10-08,Page View,Product,22:08:25
E00002966,S0002087,U001541,P000169,2024-03-26,Payment,Category,05:10:45
E00002967,S0002624,U001924,P000910,2025-10-21,Wishlist,Search,06:51:39
E00002968,S0002139,U001182,P000836,2024-09-18,Begin Checkout,Category,02:43:51
E00002969,S0005424,U001807,P000142,2024-10-08,Wishlist,Home,01:30:48
E00002970,S0004067,U001771,P000318,2024-04-15,Purchase,Product,22:44:46
E00002971,S0004220,U001214,P000294,2025-11-17,Add To Cart,Category,03:10:01
E00002972,S0003161,U001827,P000120,2025-11-28,Product View,Category,12:10:53
E00002973,S0009534,U000289,P000927,2024-02-11,Begin Checkout,Search,14:15:28
E00002974,S0006175,U000089,P000537,2024-11-11,Wishlist,Product,16:44:17
E00002975,S0000209,U000072,P000303,2025-10-23,Add To Cart,Cart,12:08:22
E00002976,S0003966,U000719,P000521,2024-04-19,Page View,Checkout,05:04:33
E00002977,S0009783,U000164,P000181,2025-04-11,Purchase,Home,04:18:00
E00002978,S0008499,U000248,P000092,2024-08-22,Wishlist,Checkout,21:04:27
E00002979,S0003509,U000132,P000524,2025-07-28,Search,Checkout,09:56:15
E00002980,S0005407,U001778,P000286,2024-02-29,Search,Product,03:38:23
E00002981,S0004230,U000888,P000619,2024-07-06,Payment,Category,04:35:07
E00002982,S0009210,U000304,P000080,2025-03-17,Payment,Home,08:25:26
E00002983,S0009232,U000322,P000272,2025-08-14,Landing,Category,23:46:32
E00002984,S0003294,U000882,P000269,2025-03-20,Purchase,Product,18:01:09
E00002985,S0007885,U000175,P000893,2025-08-20,Category View,Home,08:36:38
E00002986,S0003371,U001813,P000968,2024-01-22,Wishlist,Home,22:29:30
E00002987,S0006061,U001947,P000665,2024-04-01,Wishlist,Checkout,12:58:23
E00002988,S0005693,U001400,P000249,2025-07-12,Remove From Cart,Checkout,00:08:15
E00002989,S0003060,U001712,P000568,2024-08-27,Page View,Product,05:34:14
E00002990,S0007283,U001185,P000460,2024-08-10,Purchase,Category,19:34:42
E00002991,S0008478,U001722,P000484,2025-08-21,Category View,Home,22:11:54
E00002992,S0008279,U000042,P000303,2024-01-01,Category View,Search,17:43:57
E00002993,S0004553,U000605,P000603,2025-07-01,Wishlist,Category,01:55:34
E00002994,S0008913,U001162,P000760,2025-03-14,Purchase,Home,02:37:29
E00002995,S0002150,U001474,P000109,2024-08-12,Payment,Product,10:01:31
E00002996,S0002293,U001161,P000763,2025-12-29,Wishlist,Cart,00:32:23
E00002997,S0000195,U001480,P000850,2024-03-30,Payment,Checkout,19:30:52
E00002998,S0006329,U001565,P000426,2025-10-23,Category View,Search,17:33:53
E00002999,S0009760,U000725,P000883,2025-12-01,Purchase,Category,22:17:40
E00003000,S0007802,U000433,P000481,2024-06-09,Product View,Checkout,03:27:30
E00003001,S0004863,U001502,P000135,2025-04-22,Search,Cart,20:56:32
E00003002,S0000290,U001402,P000166,2024-02-03,Page View,Category,23:47:56
E00003003,S0008611,U000457,P000103,2025-10-25,Payment,Search,01:58:21
E00003004,S0009633,U000383,P000285,2024-03-11,Category View,Search,14:11:08
E00003005,S0002159,U000617,P000147,2024-07-11,Wishlist,Product,09:58:09
E00003006,S0003983,U001589,P000120,2025-05-14,Category View,Product,14:23:51
E00003007,S0002467,U000243,P000464,2025-03-31,Begin Checkout,Profile,21:01:22
E00003008,S0006893,U000313,P000470,2025-12-14,Wishlist,Category,01:41:43
E00003009,S0004612,U000645,P000112,2024-03-03,Product View,Checkout,22:50:06
E00003010,S0004736,U001656,P000574,2024-08-23,Payment,Profile,14:37:48
E00003011,S0006160,U001941,P000724,2025-07-11,Remove From Cart,Search,14:26:00
E00003012,S0000089,U000059,P000815,2024-03-16,Page View,Home,20:00:58
E00003013,S0008101,U000351,P000077,2025-01-21,Begin Checkout,Search,04:58:34
E00003014,S0003164,U000154,P000663,2024-05-01,Page View,Cart,23:50:18
E00003015,S0001922,U000615,P000025,2025-10-09,Add To Cart,Checkout,10:38:19
E00003016,S0002777,U000675,P000272,2025-01-12,Landing,Category,23:04:50
E00003017,S0007894,U000961,P000436,2025-12-02,Add To Cart,Profile,02:17:40
E00003018,S0001350,U001867,P000659,2025-12-21,Category View,Profile,22:30:51
E00003019,S0008075,U000670,P000879,2024-03-29,Landing,Cart,03:11:23
E00003020,S0008175,U001091,P000335,2025-03-14,Add To Cart,Cart,20:23:09
E00003021,S0000405,U000750,P000267,2025-01-06,Wishlist,Cart,13:13:43
E00003022,S0003703,U001528,P000728,2024-12-23,Page View,Product,13:07:50
E00003023,S0005407,U001778,P000549,2024-02-29,Add To Cart,Product,09:58:05
E00003024,S0009542,U000471,P000891,2024-12-20,Product View,Cart,07:06:21
E00003025,S0003800,U001879,P000021,2024-08-31,Remove From Cart,Profile,16:05:52
E00003026,S0009585,U000706,P000972,2024-02-14,Wishlist,Checkout,04:26:03
E00003027,S0002984,U000431,P000089,2024-07-07,Add To Cart,Search,08:38:02
E00003028,S0006403,U000867,P000514,2025-01-16,Landing,Category,17:39:07
E00003029,S0001568,U001188,P000888,2025-07-16,Landing,Product,19:50:52
E00003030,S0006730,U001187,P000869,2025-12-24,Product View,Search,12:28:39
E00003031,S0002588,U000498,P000131,2024-06-16,Wishlist,Checkout,19:27:57
E00003032,S0003817,U001600,P000254,2024-09-26,Page View,Search,15:59:40
E00003033,S0005537,U000731,P000726,2025-06-13,Remove From Cart,Cart,02:42:19
E00003034,S0003459,U001387,P000215,2024-10-12,Add To Cart,Profile,23:36:41
E00003035,S0007158,U001345,P000362,2025-06-08,Landing,Category,07:15:00
E00003036,S0007040,U001604,P000756,2024-04-13,Wishlist,Category,02:30:36
E00003037,S0009963,U001356,P000935,2025-10-05,Wishlist,Checkout,17:13:59
E00003038,S0004086,U000698,P000634,2024-12-13,Search,Category,00:29:40
E00003039,S0009388,U000097,P000870,2024-10-12,Remove From Cart,Profile,14:46:18
E00003040,S0003595,U000509,P000353,2025-02-20,Begin Checkout,Checkout,04:04:43
E00003041,S0004889,U000612,P000321,2024-07-17,Search,Search,15:47:02
E00003042,S0007430,U001090,P000405,2025-04-29,Search,Product,11:35:01
E00003043,S0000229,U000019,P000317,2025-08-07,Purchase,Checkout,03:29:19
E00003044,S0006604,U000062,P000898,2025-09-11,Purchase,Cart,13:13:33
E00003045,S0008828,U001399,P000919,2024-03-29,Remove From Cart,Cart,10:55:12
E00003046,S0009129,U001390,P000070,2025-06-21,Payment,Cart,20:02:25
E00003047,S0002711,U000159,P000914,2024-07-28,Remove From Cart,Profile,18:08:50
E00003048,S0006278,U000545,P000429,2025-08-12,Product View,Profile,17:07:38
E00003049,S0007476,U000770,P000757,2025-06-02,Add To Cart,Product,17:19:45
E00003050,S0008812,U001995,P000278,2025-11-30,Search,Cart,04:15:36
E00003051,S0000816,U001521,P000505,2025-05-21,Page View,Profile,05:10:12
E00003052,S0002320,U001912,P000146,2024-08-31,Wishlist,Product,06:54:03
E00003053,S0008645,U000672,P000311,2025-03-27,Payment,Product,11:42:23
E00003054,S0005974,U000713,P000370,2024-08-22,Payment,Profile,15:37:01
E00003055,S0009839,U001167,P000284,2024-04-29,Add To Cart,Profile,06:32:47
E00003056,S0003825,U001226,P000725,2025-12-12,Landing,Checkout,12:47:04
E00003057,S0005332,U000275,P000217,2025-08-20,Remove From Cart,Category,06:54:58
E00003058,S0007115,U000941,P000842,2024-05-14,Payment,Home,03:52:36
E00003059,S0001575,U000689,P000823,2025-03-17,Begin Checkout,Checkout,23:12:14
E00003060,S0001314,U000986,P000107,2024-10-29,Search,Search,23:41:55
E00003061,S0001741,U001371,P000097,2024-12-15,Begin Checkout,Checkout,20:09:14
E00003062,S0005377,U000375,P000484,2025-07-26,Add To Cart,Profile,17:33:50
E00003063,S0001693,U000136,P000140,2024-02-18,Category View,Home,04:32:32
E00003064,S0008738,U000378,P000081,2025-07-11,Search,Checkout,23:43:37
E00003065,S0006727,U000728,P000163,2024-08-19,Begin Checkout,Category,21:09:00
E00003066,S0000926,U000524,P000332,2024-08-12,Product View,Search,01:33:52
E00003067,S0000112,U001236,P000778,2025-07-17,Category View,Profile,09:19:31
E00003068,S0005887,U000238,P000131,2025-06-06,Product View,Search,17:27:34
E00003069,S0007828,U000655,P000114,2024-07-12,Payment,Checkout,13:35:14
E00003070,S0004383,U001030,P000814,2024-02-29,Payment,Category,18:50:09
E00003071,S0004790,U000102,P000787,2024-02-28,Add To Cart,Checkout,15:07:45
E00003072,S0004116,U000094,P000860,2024-09-21,Category View,Profile,23:16:55
E00003073,S0008787,U000090,P000839,2024-06-28,Begin Checkout,Cart,03:50:46
E00003074,S0005255,U001409,P000638,2025-04-27,Product View,Profile,16:45:49
E00003075,S0005429,U001268,P000745,2024-11-09,Product View,Search,05:57:51
E00003076,S0001433,U000063,P000500,2025-03-31,Category View,Search,21:10:09
E00003077,S0001931,U000605,P000606,2025-08-02,Category View,Cart,18:12:26
E00003078,S0007409,U001160,P000845,2025-05-11,Remove From Cart,Home,00:12:26
E00003079,S0005529,U001992,P000466,2025-05-27,Payment,Home,08:45:10
E00003080,S0005592,U000146,P000382,2025-06-13,Add To Cart,Home,10:02:23
E00003081,S0000573,U001821,P000691,2024-10-26,Remove From Cart,Category,10:05:50
E00003082,S0000632,U000311,P000114,2025-03-04,Add To Cart,Cart,08:16:49
E00003083,S0000367,U000352,P000946,2025-07-15,Remove From Cart,Checkout,07:04:16
E00003084,S0007369,U001436,P000551,2025-01-16,Add To Cart,Profile,17:56:10
E00003085,S0009168,U000608,P000606,2024-01-05,Wishlist,Product,21:03:27
E00003086,S0003138,U001659,P000779,2024-12-24,Wishlist,Product,07:11:01
E00003087,S0007293,U001254,P000943,2024-12-25,Landing,Category,14:18:57
E00003088,S0000932,U001164,P000171,2025-12-06,Wishlist,Category,01:43:39
E00003089,S0003596,U001405,P000414,2025-03-12,Purchase,Profile,03:49:17
E00003090,S0009043,U001164,P000405,2025-12-18,Remove From Cart,Cart,01:35:05
E00003091,S0009540,U000045,P000019,2025-12-20,Wishlist,Cart,20:38:49
E00003092,S0005146,U000008,P000382,2025-04-05,Category View,Profile,18:08:43
E00003093,S0009027,U001131,P000470,2024-02-24,Landing,Cart,05:10:47
E00003094,S0001539,U000347,P000757,2025-01-27,Remove From Cart,Home,14:10:19
E00003095,S0006994,U001274,P000174,2025-04-25,Product View,Category,04:15:08
E00003096,S0007017,U001052,P000882,2025-07-02,Purchase,Checkout,07:23:53
E00003097,S0003579,U000746,P000296,2024-04-12,Purchase,Cart,05:28:36
E00003098,S0008626,U001219,P000559,2025-03-26,Page View,Product,01:03:22
E00003099,S0004036,U000673,P000173,2025-09-07,Category View,Category,01:47:01
E00003100,S0001164,U000148,P000069,2025-06-10,Wishlist,Search,21:25:14
E00003101,S0002123,U001565,P000666,2024-11-29,Purchase,Home,05:12:33
E00003102,S0003794,U000231,P000508,2024-05-10,Wishlist,Checkout,01:37:37
E00003103,S0009589,U000408,P000262,2024-12-11,Search,Profile,18:54:00
E00003104,S0006089,U001858,P000830,2025-01-21,Page View,Home,22:50:21
E00003105,S0001958,U000687,P000492,2024-10-24,Payment,Profile,13:43:42
E00003106,S0005753,U001539,P000483,2025-05-16,Remove From Cart,Cart,17:03:27
E00003107,S0008724,U000153,P000908,2025-09-20,Search,Search,05:36:05
E00003108,S0009525,U001046,P000253,2024-10-09,Begin Checkout,Product,22:28:13
E00003109,S0003180,U000449,P000322,2025-03-01,Product View,Category,04:51:03
E00003110,S0009354,U001380,P000381,2025-03-19,Category View,Product,15:49:02
E00003111,S0006419,U000848,P000209,2024-11-09,Category View,Category,18:22:05
E00003112,S0005250,U000967,P000705,2025-03-04,Remove From Cart,Profile,00:45:30
E00003113,S0005952,U001254,P000037,2025-12-11,Purchase,Product,14:59:45
E00003114,S0003939,U000178,P000884,2024-09-09,Remove From Cart,Search,18:23:31
E00003115,S0000922,U001192,P000024,2024-08-28,Remove From Cart,Home,09:33:42
E00003116,S0008402,U001268,P000195,2024-05-03,Category View,Category,03:23:40
E00003117,S0005709,U001127,P000501,2025-04-04,Add To Cart,Category,04:57:45
E00003118,S0003892,U000979,P000165,2024-12-23,Category View,Product,07:42:39
E00003119,S0009566,U001205,P000194,2025-03-18,Page View,Category,23:55:25
E00003120,S0004469,U000709,P000913,2025-02-14,Add To Cart,Category,12:40:53
E00003121,S0007681,U001619,P000030,2024-04-03,Payment,Home,15:56:10
E00003122,S0009548,U000845,P000677,2025-03-02,Add To Cart,Profile,06:54:59
E00003123,S0007712,U000708,P000408,2025-02-14,Page View,Home,20:27:32
E00003124,S0000279,U001852,P000097,2024-05-31,Page View,Checkout,10:47:19
E00003125,S0000482,U001250,P000815,2025-05-26,Product View,Checkout,09:42:49
