Product_ID,Category,Subcategory,Brand,Product_Name,Supplier,Country_of_Origin,Price,Cost,Profit_Margin,Rating,Inventory,Status
P000225,Accessories,Wallet,Titan,Titan Accessories Product,ABC Wholesale,China,230.14,111.31,51.63,4.7,482,Active
P000226,Home,Kitchen,IKEA,IKEA Home Product,Universal Traders,Japan,106.25,54.36,48.84,4.4,66,Discontinued
P000227,Electronics,Television,Dell,XPS 15 Laptop,Elite Imports,Japan,1475.19,911.14,38.24,4.5,177,Active
P000228,Toys,Educational,Mattel,Mattel Toys Product,NextGen Supply,India,90.96,42.17,53.64,4.0,52,Active
P000229,Fashion,Shoes,Levi's,Levi's Fashion Product,ABC Wholesale,Japan,70.39,34.54,50.93,4.5,393,Discontinued
P000230,Books,Technology,HarperCollins,HarperCollins Books Product,Elite Imports,Japan,12.17,9.0,26.05,4.8,88,Active
P000231,Fashion,Jeans,Adidas,Adidas Fashion Product,Universal Traders,India,223.8,115.66,48.32,3.5,31,Active
P000232,Accessories,Wallet,Titan,Titan Accessories Product,Universal Traders,Japan,137.66,95.95,30.3,3.9,197,Active
P000233,Sports,Running Shoes,Adidas,Adizero Boston,Global Supplies Ltd,USA,340.29,215.91,36.55,4.9,475,Active
P000234,Beauty,Skincare,Maybelline,Maybelline Beauty Product,Global Supplies Ltd,Germany,7.52,4.73,37.1,4.6,44,Active
P000235,Electronics,Laptop,Dell,Inspiron 16,Universal Traders,India,1922.81,1312.93,31.72,3.7,168,Active
P000236,Books,Business,Oxford,Oxford Books Product,NextGen Supply,USA,24.67,13.33,45.97,3.7,358,Active
P000237,Toys,Building Blocks,Mattel,Mattel Toys Product,Global Supplies Ltd,Germany,142.79,101.94,28.61,4.9,340,Discontinued
P000238,Accessories,Bag,Fossil,Fossil Accessories Product,NextGen Supply,South Korea,101.48,61.63,39.27,4.5,229,Active
P000239,Sports,Gym Equipment,Under Armour,HOVR Phantom,Elite Imports,India,429.19,231.86,45.98,4.6,432,Discontinued
P000240,Electronics,Headphones,HP,Pavilion Laptop,Universal Traders,Germany,465.12,243.19,47.71,3.8,351,Active
P000241,Accessories,Watch,Casio,Casio Accessories Product,Universal Traders,South Korea,209.06,97.31,53.45,4.1,329,Active
P000242,Fashion,Clothing,Adidas,Adidas Fashion Product,Elite Imports,India,263.45,144.87,45.01,4.9,27,Active
P000243,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,Elite Imports,India,57.17,37.8,33.88,4.1,142,Active
P000244,Sports,Gym Equipment,Under Armour,Curry Flow,NextGen Supply,Vietnam,174.96,97.61,44.21,4.8,258,Active
P000245,Accessories,Watch,Casio,Casio Accessories Product,ABC Wholesale,Vietnam,109.34,67.65,38.13,3.8,94,Active
P000246,Sports,Running Shoes,Under Armour,Curry Flow,Prime Distribution,Vietnam,138.11,85.76,37.9,3.9,301,Active
P000247,Sports,Football,Under Armour,Curry Flow,Prime Distribution,South Korea,403.64,202.13,49.92,4.6,270,Active
P000248,Electronics,Smartphone,HP,Spectre x360,NextGen Supply,China,1946.2,1116.57,42.63,4.8,138,Active
P000249,Home,Furniture,IKEA,IKEA Home Product,Universal Traders,Japan,307.96,195.66,36.47,4.5,335,Discontinued
P000250,Accessories,Watch,Fossil,Fossil Accessories Product,Universal Traders,Germany,108.72,49.47,54.5,4.6,294,Active
P000251,Electronics,Headphones,HP,LaserJet Pro,Prime Distribution,China,2307.41,1401.33,39.27,3.9,337,Active
P000252,Books,Technology,HarperCollins,HarperCollins Books Product,Global Supplies Ltd,Vietnam,57.88,34.02,41.22,3.9,376,Active
P000253,Sports,Gym Equipment,Nike,Mercurial Vapor,Global Supplies Ltd,China,220.48,124.16,43.69,4.2,346,Active
P000254,Home,Kitchen,IKEA,IKEA Home Product,Elite Imports,South Korea,630.74,390.91,38.02,4.8,68,Active
P000255,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Universal Traders,Japan,25.33,18.42,27.28,4.5,163,Active
P000256,Home,Furniture,Philips,Philips Home Product,Prime Distribution,Germany,128.19,89.25,30.38,4.7,495,Active
P000257,Sports,Running Shoes,Adidas,Adizero Boston,Universal Traders,USA,429.24,280.34,34.69,4.3,216,Active
P000258,Fashion,Jackets,Zara,Zara Fashion Product,Global Supplies Ltd,China,142.38,99.89,29.84,4.0,413,Discontinued
P000259,Books,Business,Penguin,Penguin Books Product,ABC Wholesale,USA,59.61,35.6,40.28,4.0,212,Discontinued
P000260,Home,Lighting,Prestige,Prestige Home Product,NextGen Supply,Japan,82.27,52.29,36.44,4.7,385,Active
P000261,Fashion,Clothing,Puma,Puma Fashion Product,Elite Imports,South Korea,239.49,118.85,50.37,4.1,204,Active
P000262,Fashion,Jackets,Nike,Nike Fashion Product,Elite Imports,Vietnam,233.18,112.08,51.93,3.6,240,Discontinued
P000263,Toys,Educational,LEGO,LEGO Toys Product,Global Supplies Ltd,Vietnam,87.59,55.1,37.09,4.7,462,Discontinued
P000264,Electronics,Headphones,Sony,PlayStation 5,Global Supplies Ltd,South Korea,2267.67,1636.27,27.84,5.0,312,Active
P000265,Toys,Educational,LEGO,LEGO Toys Product,ABC Wholesale,Vietnam,47.58,23.49,50.63,3.8,161,Discontinued
P000266,Sports,Football,Under Armour,HOVR Phantom,ABC Wholesale,India,368.82,220.83,40.13,4.4,254,Active
P000267,Home,Furniture,Philips,Philips Home Product,Elite Imports,Vietnam,675.67,381.06,43.6,4.8,245,Active
P000268,Toys,Outdoor,Hasbro,Hasbro Toys Product,Prime Distribution,Vietnam,54.89,40.3,26.58,3.8,180,Active
P000269,Toys,Building Blocks,Mattel,Mattel Toys Product,NextGen Supply,South Korea,98.61,73.0,25.97,4.7,186,Discontinued
P000270,Sports,Running Shoes,Under Armour,Curry Flow,Universal Traders,India,308.35,189.23,38.63,4.5,301,Active
P000271,Accessories,Watch,Titan,Titan Accessories Product,Elite Imports,USA,79.92,52.58,34.21,4.7,427,Discontinued
P000272,Accessories,Wallet,Fossil,Fossil Accessories Product,ABC Wholesale,India,70.64,35.05,50.38,4.1,213,Active
P000273,Accessories,Bag,Titan,Titan Accessories Product,Universal Traders,Japan,138.25,100.51,27.3,4.8,234,Active
P000274,Books,Business,Oxford,Oxford Books Product,Universal Traders,South Korea,55.55,26.82,51.72,3.9,360,Active
P000275,Home,Lighting,Prestige,Prestige Home Product,Global Supplies Ltd,Germany,787.13,514.19,34.68,4.1,405,Active
P000276,Toys,Educational,LEGO,LEGO Toys Product,Global Supplies Ltd,Vietnam,41.08,27.69,32.59,4.3,372,Active
P000277,Accessories,Bag,Casio,Casio Accessories Product,Elite Imports,USA,173.09,113.74,34.29,3.7,32,Discontinued
P000278,Fashion,Jeans,Puma,Puma Fashion Product,Global Supplies Ltd,China,252.77,169.11,33.1,4.0,195,Discontinued
P000279,Beauty,Makeup,Nivea,Nivea Beauty Product,Elite Imports,China,37.86,24.95,34.1,4.0,173,Active
P000280,Fashion,Jackets,Nike,Nike Fashion Product,NextGen Supply,China,209.6,104.65,50.07,5.0,144,Active
P000281,Home,Lighting,Philips,Philips Home Product,Elite Imports,Japan,197.01,112.59,42.85,3.8,347,Discontinued
P000282,Toys,Outdoor,LEGO,LEGO Toys Product,Universal Traders,India,72.94,42.22,42.12,3.5,129,Active
P000283,Sports,Running Shoes,Nike,Mercurial Vapor,Universal Traders,India,201.92,102.8,49.09,3.7,363,Discontinued
P000284,Books,Technology,Oxford,Oxford Books Product,Universal Traders,Japan,38.52,21.35,44.57,4.8,336,Active
P000285,Sports,Running Shoes,Nike,Mercurial Vapor,ABC Wholesale,China,142.13,68.95,51.49,4.1,92,Discontinued
P000286,Toys,Educational,Hasbro,Hasbro Toys Product,Universal Traders,Japan,69.23,41.26,40.4,4.3,490,Active
P000287,Home,Kitchen,Philips,Philips Home Product,Prime Distribution,India,261.95,153.32,41.47,3.6,203,Active
P000288,Accessories,Watch,Fossil,Fossil Accessories Product,Elite Imports,Germany,131.31,78.59,40.15,4.5,232,Discontinued
P000289,Accessories,Watch,Fossil,Fossil Accessories Product,Universal Traders,China,201.01,103.75,48.39,3.5,135,Active
P000290,Home,Lighting,Philips,Philips Home Product,NextGen Supply,USA,616.25,378.94,38.51,3.7,78,Active
P000291,Books,Self Help,Oxford,Oxford Books Product,NextGen Supply,Japan,36.41,27.2,25.3,3.7,444,Active
P000292,Sports,Football,Nike,Metcon 9,ABC Wholesale,USA,413.86,240.75,41.83,5.0,417,Active
P000293,Beauty,Haircare,Lakme,Lakme Beauty Product,Universal Traders,South Korea,37.11,23.56,36.51,4.7,436,Active
P000294,Electronics,Television,HP,Pavilion Laptop,ABC Wholesale,Germany,1416.11,774.75,45.29,4.6,168,Active
P000295,Fashion,Jeans,Adidas,Adidas Fashion Product,Global Supplies Ltd,Vietnam,262.77,128.25,51.19,4.8,147,Active
P000296,Books,Business,Penguin,Penguin Books Product,Elite Imports,Japan,15.39,9.85,36.0,4.4,212,Discontinued
P000297,Fashion,Jeans,Nike,Nike Fashion Product,Universal Traders,South Korea,97.9,71.56,26.91,4.1,269,Active
P000298,Electronics,Headphones,Lenovo,ThinkPad X1 Carbon,NextGen Supply,South Korea,1788.63,1261.04,29.5,4.7,223,Active
P000299,Toys,Building Blocks,LEGO,LEGO Toys Product,ABC Wholesale,Vietnam,125.97,69.45,44.87,4.4,309,Discontinued
P000300,Books,Self Help,Oxford,Oxford Books Product,Global Supplies Ltd,China,40.56,28.43,29.91,3.5,495,Active
P000301,Accessories,Watch,Casio,Casio Accessories Product,Elite Imports,India,248.97,179.96,27.72,4.8,174,Active
P000302,Sports,Football,Nike,Mercurial Vapor,ABC Wholesale,China,204.77,147.67,27.88,3.7,222,Active
P000303,Beauty,Haircare,Nivea,Nivea Beauty Product,Global Supplies Ltd,South Korea,12.14,6.24,48.6,3.6,323,Active
P000304,Accessories,Watch,Fossil,Fossil Accessories Product,NextGen Supply,Vietnam,206.11,153.85,25.36,4.1,87,Discontinued
P000305,Fashion,Jeans,Adidas,Adidas Fashion Product,Global Supplies Ltd,South Korea,245.67,118.16,51.9,4.1,173,Active
P000306,Toys,Outdoor,LEGO,LEGO Toys Product,NextGen Supply,India,19.58,12.12,38.1,4.4,104,Discontinued
P000307,Books,Self Help,Oxford,Oxford Books Product,NextGen Supply,South Korea,15.87,9.1,42.66,4.5,460,Active
P000308,Fashion,Clothing,Nike,Nike Fashion Product,Global Supplies Ltd,Germany,224.4,124.65,44.45,4.1,425,Active
P000309,Beauty,Haircare,Lakme,Lakme Beauty Product,Global Supplies Ltd,India,46.5,29.3,36.99,4.4,418,Active
P000310,Sports,Gym Equipment,Adidas,Adizero Boston,Universal Traders,India,381.49,205.49,46.13,3.6,479,Active
P000311,Accessories,Watch,Casio,Casio Accessories Product,Prime Distribution,Japan,163.14,76.89,52.87,4.8,26,Active
P000312,Books,Technology,Penguin,Penguin Books Product,Universal Traders,Japan,27.0,17.68,34.52,4.6,414,Active
P000313,Electronics,Smartphone,HP,Spectre x360,ABC Wholesale,India,243.59,114.03,53.19,4.7,279,Active
P000314,Toys,Outdoor,Mattel,Mattel Toys Product,Elite Imports,China,99.68,60.93,38.87,3.7,62,Active
P000315,Fashion,Clothing,Zara,Zara Fashion Product,Prime Distribution,Germany,111.49,69.79,37.4,4.6,352,Active
P000316,Sports,Running Shoes,Under Armour,HOVR Phantom,Prime Distribution,China,464.58,225.23,51.52,4.4,48,Active
P000317,Home,Furniture,IKEA,IKEA Home Product,NextGen Supply,India,565.68,282.36,50.08,4.9,287,Active
P000318,Home,Furniture,Philips,Philips Home Product,NextGen Supply,USA,700.67,469.37,33.01,3.7,480,Active
P000319,Books,Technology,HarperCollins,HarperCollins Books Product,Universal Traders,China,21.67,16.09,25.75,4.4,274,Discontinued
P000320,Books,Technology,Penguin,Penguin Books Product,Universal Traders,India,27.12,14.28,47.35,3.7,313,Active
P000321,Beauty,Skincare,L'Oréal,L'Oréal Beauty Product,Global Supplies Ltd,India,8.45,4.73,44.02,4.9,111,Active
P000322,Toys,Building Blocks,LEGO,LEGO Toys Product,Prime Distribution,Japan,138.22,75.47,45.4,4.7,312,Active
P000323,Fashion,Shoes,Zara,Zara Fashion Product,Prime Distribution,India,245.21,182.54,25.56,4.9,55,Discontinued
P000324,Sports,Running Shoes,Puma,Velocity Nitro,Universal Traders,Japan,33.75,17.22,48.98,4.3,175,Active
P000325,Accessories,Wallet,Casio,Casio Accessories Product,Elite Imports,USA,196.21,131.41,33.03,4.3,427,Active
P000326,Home,Kitchen,IKEA,IKEA Home Product,Global Supplies Ltd,India,440.11,282.01,35.92,4.5,24,Active
P000327,Electronics,Tablet,Lenovo,Yoga 9i,Global Supplies Ltd,India,1395.06,727.45,47.86,4.2,50,Active
P000328,Sports,Running Shoes,Nike,Air Zoom Pegasus 41,Universal Traders,Japan,359.4,201.89,43.83,5.0,63,Active
P000329,Home,Kitchen,Prestige,Prestige Home Product,Global Supplies Ltd,Germany,460.74,267.46,41.95,4.9,141,Active
P000330,Sports,Gym Equipment,Puma,Velocity Nitro,NextGen Supply,Vietnam,179.49,95.41,46.84,3.6,123,Active
P000331,Fashion,Shoes,Adidas,Adidas Fashion Product,Prime Distribution,Japan,150.5,86.08,42.8,4.3,414,Active
P000332,Accessories,Bag,Casio,Casio Accessories Product,ABC Wholesale,USA,38.78,19.28,50.28,4.5,443,Active
P000333,Beauty,Skincare,Lakme,Lakme Beauty Product,Global Supplies Ltd,South Korea,23.62,13.15,44.33,4.3,366,Active
P000334,Sports,Football,Adidas,Ultraboost 5,Elite Imports,Germany,381.6,200.32,47.51,4.2,431,Active
P000335,Fashion,Shoes,Nike,Nike Fashion Product,Prime Distribution,India,75.48,43.04,42.98,4.5,500,Active
P000336,Sports,Running Shoes,Nike,Air Zoom Pegasus 41,Prime Distribution,South Korea,238.41,116.5,51.13,4.9,444,Active
P000337,Fashion,Jeans,Nike,Nike Fashion Product,Global Supplies Ltd,India,278.76,161.67,42.0,4.6,274,Active
P000338,Toys,Building Blocks,Hasbro,Hasbro Toys Product,Prime Distribution,Vietnam,40.06,20.28,49.38,3.9,472,Active
P000339,Electronics,Television,HP,LaserJet Pro,Prime Distribution,South Korea,843.5,483.83,42.64,4.3,51,Active
P000340,Sports,Football,Under Armour,HOVR Phantom,Prime Distribution,South Korea,445.79,270.93,39.22,4.4,430,Active
P000341,Toys,Building Blocks,Hasbro,Hasbro Toys Product,Elite Imports,Germany,119.4,66.05,44.68,4.3,184,Discontinued
P000342,Sports,Football,Adidas,Ultraboost 5,Universal Traders,India,43.77,30.34,30.68,3.9,434,Discontinued
P000343,Books,Self Help,Oxford,Oxford Books Product,Prime Distribution,China,20.89,10.91,47.77,4.3,425,Active
P000344,Beauty,Makeup,Nivea,Nivea Beauty Product,Prime Distribution,India,22.74,12.4,45.47,4.6,203,Active
P000345,Books,Business,Oxford,Oxford Books Product,Prime Distribution,Germany,57.32,40.18,29.9,4.7,272,Active
P000346,Home,Furniture,Philips,Philips Home Product,Global Supplies Ltd,China,197.61,101.9,48.43,4.3,20,Active
P000347,Beauty,Makeup,Maybelline,Maybelline Beauty Product,NextGen Supply,India,73.91,51.98,29.67,4.0,31,Active
P000348,Home,Lighting,IKEA,IKEA Home Product,ABC Wholesale,China,308.27,225.83,26.74,4.1,71,Active
P000349,Sports,Running Shoes,Puma,Future Ultimate,NextGen Supply,Japan,402.17,296.88,26.18,4.5,109,Active
P000350,Beauty,Makeup,Maybelline,Maybelline Beauty Product,ABC Wholesale,South Korea,56.64,27.65,51.18,4.6,379,Discontinued
P000351,Electronics,Tablet,Samsung,Galaxy Buds 3,Universal Traders,India,1653.17,795.56,51.88,4.2,189,Active
P000352,Beauty,Makeup,Lakme,Lakme Beauty Product,Prime Distribution,South Korea,71.4,34.03,52.34,4.6,347,Active
P000353,Accessories,Bag,Fossil,Fossil Accessories Product,Prime Distribution,India,176.36,97.91,44.48,4.7,388,Active
P000354,Electronics,Headphones,Dell,Inspiron 16,Prime Distribution,Japan,1308.74,737.62,43.64,4.3,71,Discontinued
P000355,Beauty,Makeup,Maybelline,Maybelline Beauty Product,Global Supplies Ltd,USA,68.43,36.85,46.15,4.0,73,Active
P000356,Books,Technology,Penguin,Penguin Books Product,Prime Distribution,South Korea,11.9,8.72,26.72,5.0,193,Discontinued
P000357,Electronics,Laptop,Dell,UltraSharp Monitor,Universal Traders,Japan,519.19,249.41,51.96,3.8,117,Discontinued
P000358,Sports,Running Shoes,Puma,Velocity Nitro,Global Supplies Ltd,China,214.66,131.99,38.51,4.2,47,Active
P000359,Electronics,Tablet,Dell,XPS 15 Laptop,NextGen Supply,South Korea,1560.51,795.71,49.01,3.5,107,Active
P000360,Fashion,Shoes,Levi's,Levi's Fashion Product,ABC Wholesale,USA,131.29,78.34,40.33,4.5,66,Discontinued
P000361,Home,Kitchen,Philips,Philips Home Product,ABC Wholesale,India,364.93,193.04,47.1,4.2,135,Active
P000362,Electronics,Smartphone,Samsung,Galaxy Buds 3,Global Supplies Ltd,South Korea,957.91,586.66,38.76,5.0,321,Active
P000363,Electronics,Headphones,Dell,UltraSharp Monitor,Universal Traders,South Korea,2187.2,1295.8,40.76,4.8,263,Active
P000364,Fashion,Shoes,Levi's,Levi's Fashion Product,Universal Traders,Germany,272.13,187.81,30.99,4.5,337,Active
P000365,Fashion,Clothing,Levi's,Levi's Fashion Product,Prime Distribution,India,246.37,120.19,51.22,4.1,369,Discontinued
P000366,Beauty,Haircare,Maybelline,Maybelline Beauty Product,ABC Wholesale,Vietnam,73.31,53.09,27.58,3.6,218,Discontinued
P000367,Books,Business,HarperCollins,HarperCollins Books Product,Elite Imports,USA,8.64,5.7,34.03,4.4,420,Discontinued
P000368,Fashion,Clothing,Levi's,Levi's Fashion Product,Prime Distribution,Germany,184.62,125.08,32.25,4.9,493,Active
P000369,Fashion,Jackets,Puma,Puma Fashion Product,Elite Imports,Vietnam,127.25,75.8,40.43,4.4,39,Active
P000370,Sports,Gym Equipment,Under Armour,HOVR Phantom,Universal Traders,South Korea,356.02,164.35,53.84,4.8,189,Active
P000371,Electronics,Tablet,Lenovo,Yoga 9i,ABC Wholesale,China,943.99,649.56,31.19,4.0,451,Discontinued
P000372,Fashion,Clothing,Adidas,Adidas Fashion Product,ABC Wholesale,South Korea,144.07,100.52,30.23,3.9,233,Active
P000373,Beauty,Skincare,Nivea,Nivea Beauty Product,Elite Imports,South Korea,41.33,25.0,39.51,4.1,48,Active
P000374,Fashion,Jeans,Puma,Puma Fashion Product,Prime Distribution,USA,258.36,184.42,28.62,3.5,118,Active
P000375,Electronics,Headphones,Samsung,Galaxy S25 Ultra,Global Supplies Ltd,Vietnam,1805.89,961.08,46.78,4.7,278,Discontinued
P000376,Fashion,Clothing,Nike,Nike Fashion Product,ABC Wholesale,Japan,186.33,93.78,49.67,4.8,320,Active
P000377,Books,Technology,Penguin,Penguin Books Product,NextGen Supply,USA,43.82,23.47,46.44,4.1,103,Active
P000378,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Prime Distribution,Vietnam,53.87,32.54,39.6,4.8,412,Active
P000379,Accessories,Wallet,Fossil,Fossil Accessories Product,Prime Distribution,Germany,202.21,104.57,48.29,4.4,176,Active
P000380,Toys,Building Blocks,Mattel,Mattel Toys Product,Elite Imports,Vietnam,40.55,21.92,45.94,4.3,339,Discontinued
P000381,Fashion,Jackets,Nike,Nike Fashion Product,Universal Traders,South Korea,186.26,99.61,46.52,4.5,266,Active
P000382,Books,Business,HarperCollins,HarperCollins Books Product,ABC Wholesale,USA,22.4,14.49,35.31,4.9,353,Active
P000383,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Prime Distribution,China,65.41,45.18,30.93,4.4,358,Active
P000384,Home,Furniture,Prestige,Prestige Home Product,NextGen Supply,Japan,798.01,421.21,47.22,4.1,218,Active
P000385,Beauty,Haircare,Lakme,Lakme Beauty Product,NextGen Supply,India,56.47,36.23,35.84,4.2,363,Active
P000386,Sports,Gym Equipment,Adidas,Adizero Boston,Prime Distribution,Vietnam,75.87,37.05,51.17,3.9,433,Active
P000387,Books,Self Help,Oxford,Oxford Books Product,Prime Distribution,Vietnam,19.61,13.95,28.86,4.1,474,Active
P000388,Books,Business,HarperCollins,HarperCollins Books Product,ABC Wholesale,Japan,52.26,30.89,40.89,4.8,318,Active
P000389,Accessories,Wallet,Fossil,Fossil Accessories Product,Global Supplies Ltd,USA,173.37,105.57,39.11,4.1,465,Active
P000390,Home,Kitchen,IKEA,IKEA Home Product,Elite Imports,Germany,715.88,534.04,25.4,3.7,461,Active
P000391,Fashion,Jackets,Levi's,Levi's Fashion Product,NextGen Supply,India,107.76,50.37,53.26,4.2,127,Active
P000392,Home,Furniture,Philips,Philips Home Product,Prime Distribution,Germany,355.46,205.75,42.12,4.1,264,Discontinued
P000393,Electronics,Tablet,Apple,MacBook Air M3,Global Supplies Ltd,Vietnam,1928.59,1175.11,39.07,3.5,22,Active
P000394,Beauty,Makeup,Lakme,Lakme Beauty Product,Prime Distribution,China,33.77,21.16,37.34,3.8,441,Active
P000395,Sports,Gym Equipment,Puma,Velocity Nitro,Universal Traders,Germany,276.34,160.3,41.99,4.5,88,Active
P000396,Accessories,Watch,Casio,Casio Accessories Product,Prime Distribution,USA,106.81,55.38,48.15,4.6,87,Active
P000397,Electronics,Laptop,HP,LaserJet Pro,Global Supplies Ltd,Vietnam,1821.11,1252.26,31.24,4.1,347,Active
P000398,Electronics,Smartphone,HP,Spectre x360,NextGen Supply,USA,196.39,129.01,34.31,4.1,214,Active
P000399,Sports,Running Shoes,Under Armour,HOVR Phantom,NextGen Supply,South Korea,326.25,176.28,45.97,4.5,359,Active
P000400,Home,Furniture,Philips,Philips Home Product,Universal Traders,South Korea,499.89,267.35,46.52,4.7,274,Active
P000401,Beauty,Haircare,Lakme,Lakme Beauty Product,Prime Distribution,Vietnam,57.76,31.11,46.14,3.6,274,Active
P000402,Accessories,Watch,Casio,Casio Accessories Product,Global Supplies Ltd,China,171.19,123.61,27.79,4.8,362,Discontinued
P000403,Home,Lighting,IKEA,IKEA Home Product,Global Supplies Ltd,South Korea,583.01,420.6,27.86,4.5,253,Active
P000404,Sports,Running Shoes,Under Armour,HOVR Phantom,Prime Distribution,USA,48.54,26.07,46.29,4.7,180,Discontinued
P000405,Fashion,Shoes,Nike,Nike Fashion Product,Global Supplies Ltd,USA,58.75,37.84,35.59,4.0,477,Discontinued
P000406,Sports,Football,Nike,Metcon 9,Prime Distribution,China,218.37,161.31,26.13,3.9,217,Discontinued
P000407,Toys,Educational,Hasbro,Hasbro Toys Product,Global Supplies Ltd,India,107.46,50.25,53.24,4.9,101,Active
P000408,Toys,Building Blocks,Hasbro,Hasbro Toys Product,Universal Traders,South Korea,71.34,45.19,36.66,4.7,333,Active
P000409,Home,Kitchen,Philips,Philips Home Product,Global Supplies Ltd,Japan,360.94,169.28,53.1,4.5,26,Active
P000410,Books,Business,Oxford,Oxford Books Product,NextGen Supply,South Korea,40.15,23.28,42.02,4.6,266,Active
P000411,Toys,Outdoor,LEGO,LEGO Toys Product,Universal Traders,China,11.63,8.49,27.0,4.3,260,Discontinued
P000412,Home,Kitchen,IKEA,IKEA Home Product,ABC Wholesale,India,274.75,146.56,46.66,4.3,301,Discontinued
P000413,Toys,Educational,LEGO,LEGO Toys Product,Elite Imports,Japan,122.18,71.41,41.55,4.8,248,Active
P000414,Fashion,Shoes,Levi's,Levi's Fashion Product,Global Supplies Ltd,Japan,135.45,83.59,38.29,3.5,66,Active
P000415,Beauty,Makeup,Nivea,Nivea Beauty Product,ABC Wholesale,USA,9.07,4.69,48.29,4.2,306,Discontinued
P000416,Books,Technology,Oxford,Oxford Books Product,Global Supplies Ltd,China,47.48,24.52,48.36,4.0,444,Active
P000417,Books,Self Help,Oxford,Oxford Books Product,Global Supplies Ltd,India,33.61,23.41,30.35,4.6,229,Active
P000418,Sports,Running Shoes,Adidas,Ultraboost 5,Elite Imports,India,244.81,167.55,31.56,4.6,75,Discontinued
P000419,Electronics,Television,Lenovo,Legion Pro 5,Global Supplies Ltd,USA,2245.62,1318.66,41.28,4.4,278,Active
P000420,Accessories,Wallet,Fossil,Fossil Accessories Product,NextGen Supply,China,142.77,82.78,42.02,4.4,493,Active
P000421,Home,Furniture,Prestige,Prestige Home Product,Global Supplies Ltd,Japan,531.15,335.61,36.81,4.0,471,Discontinued
P000422,Toys,Outdoor,Hasbro,Hasbro Toys Product,Prime Distribution,Vietnam,65.7,36.32,44.72,3.9,432,Active
P000423,Home,Lighting,Philips,Philips Home Product,NextGen Supply,South Korea,417.15,293.22,29.71,4.3,180,Active
P000424,Beauty,Haircare,Maybelline,Maybelline Beauty Product,NextGen Supply,Vietnam,56.5,41.04,27.36,3.7,383,Active
P000425,Books,Self Help,Oxford,Oxford Books Product,ABC Wholesale,Germany,32.98,20.49,37.87,4.5,233,Active
P000426,Toys,Outdoor,LEGO,LEGO Toys Product,Global Supplies Ltd,China,63.32,29.5,53.41,3.6,156,Active
P000427,Sports,Running Shoes,Puma,Future Ultimate,NextGen Supply,USA,168.72,114.07,32.39,3.5,436,Discontinued
P000428,Fashion,Clothing,Zara,Zara Fashion Product,NextGen Supply,South Korea,177.16,92.35,47.87,4.7,428,Active
P000429,Electronics,Headphones,Dell,Inspiron 16,NextGen Supply,Vietnam,2419.71,1127.93,53.39,4.6,123,Discontinued
P000430,Beauty,Haircare,Lakme,Lakme Beauty Product,Universal Traders,South Korea,50.25,34.31,31.72,4.9,170,Discontinued
P000431,Home,Furniture,Prestige,Prestige Home Product,Prime Distribution,India,592.04,287.62,51.42,3.6,162,Active
P000432,Home,Lighting,IKEA,IKEA Home Product,ABC Wholesale,China,274.49,181.96,33.71,3.7,98,Active
P000433,Electronics,Tablet,Lenovo,Legion Pro 5,Elite Imports,USA,1495.79,833.79,44.26,4.7,182,Active
P000434,Home,Furniture,Prestige,Prestige Home Product,Universal Traders,India,341.51,208.7,38.89,3.6,133,Active
P000435,Books,Technology,HarperCollins,HarperCollins Books Product,ABC Wholesale,India,57.42,36.49,36.45,4.2,307,Active
P000436,Fashion,Jeans,Puma,Puma Fashion Product,Prime Distribution,South Korea,191.84,122.08,36.36,4.9,369,Active
P000437,Toys,Building Blocks,LEGO,LEGO Toys Product,ABC Wholesale,Germany,111.36,50.94,54.26,4.3,414,Active
P000438,Accessories,Watch,Casio,Casio Accessories Product,ABC Wholesale,South Korea,56.2,33.95,39.59,4.9,105,Active
P000439,Fashion,Clothing,Adidas,Adidas Fashion Product,NextGen Supply,Japan,253.99,129.96,48.83,4.7,469,Discontinued
P000440,Fashion,Shoes,Adidas,Adidas Fashion Product,Elite Imports,South Korea,112.88,53.76,52.37,3.6,426,Active
P000441,Fashion,Clothing,Zara,Zara Fashion Product,ABC Wholesale,Japan,128.65,82.22,36.09,4.1,28,Discontinued
P000442,Fashion,Shoes,Zara,Zara Fashion Product,NextGen Supply,South Korea,193.14,130.71,32.32,4.4,378,Active
P000443,Books,Self Help,Oxford,Oxford Books Product,ABC Wholesale,USA,43.67,27.6,36.8,3.9,494,Discontinued
P000444,Toys,Outdoor,Mattel,Mattel Toys Product,Global Supplies Ltd,Japan,31.89,16.45,48.42,4.6,427,Active
P000445,Home,Lighting,Philips,Philips Home Product,NextGen Supply,South Korea,307.91,226.26,26.52,4.3,304,Active
P000446,Fashion,Shoes,Nike,Nike Fashion Product,Universal Traders,Germany,130.34,80.06,38.58,3.6,127,Active
P000447,Beauty,Haircare,Nivea,Nivea Beauty Product,Universal Traders,India,17.07,8.81,48.39,4.8,119,Active
P000448,Home,Lighting,Prestige,Prestige Home Product,Global Supplies Ltd,USA,604.57,451.63,25.3,4.3,350,Active
P000449,Sports,Running Shoes,Nike,Metcon 9,Prime Distribution,South Korea,302.88,222.76,26.45,4.0,363,Active
