Session_ID,User_ID,Date,Device,Operating_System,Browser,Traffic_Source,Session_Duration_Min,Page_Views,Bounce,Converted
S0002531,U001833,2025-09-13,Mobile,iOS,Safari,Paid Search,53,11,False,False
S0002532,U000848,2024-10-15,Desktop,macOS,Edge,Paid Search,52,9,False,False
S0002533,U000101,2024-01-22,Desktop,iOS,Edge,Direct,49,8,False,False
S0002534,U001011,2025-09-19,Desktop,Android,Safari,Facebook,7,1,True,False
S0002535,U000526,2025-08-06,Desktop,Windows,Safari,Instagram,35,3,False,True
S0002536,U000666,2024-02-20,Tablet,macOS,Edge,Paid Search,2,12,False,False
S0002537,U001903,2025-04-02,Mobile,iOS,Safari,Paid Search,15,3,False,False
S0002538,U000538,2025-09-22,Tablet,iOS,Chrome,YouTube,40,7,False,False
S0002539,U001380,2024-11-17,Desktop,iOS,Safari,Organic Search,26,3,False,False
S0002540,U000576,2024-02-17,Tablet,macOS,Safari,Direct,28,6,False,False
S0002541,U000185,2024-11-27,Desktop,macOS,Safari,Paid Search,54,4,False,False
S0002542,U001863,2024-02-08,Mobile,Android,Chrome,Referral,44,8,False,False
S0002543,U000239,2024-07-22,Mobile,macOS,Chrome,Organic Search,25,12,False,False
S0002544,U001711,2024-06-12,Tablet,macOS,Edge,Facebook,9,3,False,False
S0002545,U001890,2024-04-08,Tablet,iOS,Edge,Organic Search,20,6,False,False
S0002546,U001413,2024-04-26,Tablet,macOS,Chrome,YouTube,45,1,True,False
S0002547,U001859,2025-05-03,Desktop,iOS,Chrome,YouTube,51,5,False,False
S0002548,U001206,2024-09-13,Desktop,macOS,Firefox,Email,35,11,False,False
S0002549,U001117,2024-10-26,Tablet,Android,Edge,YouTube,45,3,False,True
S0002550,U000931,2024-05-28,Mobile,Android,Safari,Instagram,36,7,False,False
S0002551,U001791,2024-06-11,Tablet,iOS,Firefox,Instagram,24,12,False,False
S0002552,U001945,2025-01-18,Desktop,iOS,Edge,Organic Search,31,12,False,False
S0002553,U001713,2025-08-02,Desktop,iOS,Edge,Organic Search,38,3,False,False
S0002554,U001273,2025-07-14,Mobile,Android,Edge,Instagram,59,9,False,False
S0002555,U000387,2025-03-18,Mobile,Android,Edge,YouTube,30,6,False,True
S0002556,U000957,2025-10-30,Tablet,iOS,Chrome,Facebook,26,5,False,False
S0002557,U001731,2025-04-13,Tablet,macOS,Edge,Paid Search,54,6,False,False
S0002558,U000938,2025-04-18,Desktop,macOS,Edge,Direct,19,10,False,False
S0002559,U000772,2024-05-31,Desktop,macOS,Chrome,Email,52,11,False,False
S0002560,U000840,2024-09-15,Tablet,Windows,Safari,Paid Search,36,3,False,False
S0002561,U000617,2025-09-30,Desktop,macOS,Firefox,Paid Search,4,1,True,False
S0002562,U001853,2024-08-02,Mobile,macOS,Safari,Email,41,8,False,False
S0002563,U000844,2024-03-13,Tablet,Android,Edge,Email,43,11,False,False
S0002564,U001863,2025-10-07,Desktop,Android,Safari,Direct,47,4,False,False
S0002565,U001760,2024-09-26,Desktop,Android,Safari,Paid Search,23,9,False,False
S0002566,U000858,2024-05-26,Tablet,Android,Edge,Instagram,59,7,False,False
S0002567,U000324,2024-01-15,Tablet,Android,Safari,Referral,3,8,False,False
S0002568,U001196,2024-09-09,Mobile,Windows,Chrome,YouTube,15,12,False,False
S0002569,U001094,2024-10-05,Tablet,macOS,Chrome,Email,34,5,False,False
S0002570,U001620,2025-04-24,Mobile,iOS,Chrome,YouTube,60,4,False,False
S0002571,U000758,2024-11-03,Mobile,macOS,Safari,Direct,30,3,False,False
S0002572,U001384,2025-07-05,Desktop,macOS,Safari,Referral,35,2,False,False
S0002573,U001863,2025-02-23,Tablet,macOS,Safari,Email,48,8,False,False
S0002574,U000304,2025-01-12,Tablet,Windows,Chrome,Instagram,45,10,False,False
S0002575,U001175,2024-11-04,Desktop,Android,Edge,Organic Search,42,10,False,False
S0002576,U001625,2024-03-21,Desktop,Windows,Safari,Direct,24,4,False,False
S0002577,U001549,2025-08-27,Mobile,Android,Edge,Direct,17,3,False,False
S0002578,U001536,2024-11-11,Desktop,Android,Safari,Instagram,18,9,False,False
S0002579,U001574,2024-10-13,Tablet,Windows,Safari,YouTube,7,9,False,False
S0002580,U000027,2024-10-07,Desktop,Windows,Safari,Email,6,4,False,False
S0002581,U001762,2024-02-04,Desktop,macOS,Edge,Instagram,24,8,False,False
S0002582,U000031,2025-05-12,Tablet,iOS,Chrome,Organic Search,31,3,False,False
S0002583,U001645,2024-01-16,Tablet,iOS,Edge,Instagram,30,3,False,False
S0002584,U001356,2024-05-22,Tablet,macOS,Safari,Direct,34,1,True,True
S0002585,U001990,2025-02-11,Tablet,iOS,Chrome,Instagram,51,12,False,False
S0002586,U000169,2024-02-08,Desktop,macOS,Edge,Instagram,5,5,False,False
S0002587,U000417,2024-06-04,Desktop,Android,Firefox,Instagram,47,10,False,False
S0002588,U000498,2024-06-16,Tablet,macOS,Chrome,Organic Search,16,7,False,False
S0002589,U000674,2024-06-06,Tablet,macOS,Safari,Direct,32,8,False,False
S0002590,U001041,2024-09-26,Desktop,iOS,Safari,Paid Search,10,3,False,False
S0002591,U000100,2025-02-04,Mobile,Windows,Chrome,Direct,49,6,False,False
S0002592,U000633,2024-12-17,Desktop,Windows,Safari,YouTube,32,1,True,False
S0002593,U000693,2025-09-27,Tablet,macOS,Edge,Organic Search,52,10,False,False
S0002594,U000202,2025-09-20,Desktop,Android,Safari,Organic Search,58,6,False,False
S0002595,U000936,2024-06-19,Mobile,Android,Chrome,Referral,8,7,False,False
S0002596,U000860,2024-02-01,Desktop,Windows,Firefox,Instagram,22,1,True,True
S0002597,U001715,2025-05-15,Mobile,Android,Edge,Facebook,34,6,False,False
S0002598,U000197,2024-09-28,Desktop,iOS,Edge,Email,17,6,False,False
S0002599,U001763,2024-01-17,Tablet,iOS,Firefox,Paid Search,12,3,False,True
S0002600,U001366,2024-01-17,Tablet,iOS,Chrome,Referral,13,10,False,False
S0002601,U000916,2025-07-25,Mobile,Windows,Edge,Paid Search,26,10,False,False
S0002602,U001787,2024-09-07,Tablet,Windows,Safari,Organic Search,21,7,False,False
S0002603,U001335,2025-12-22,Desktop,iOS,Chrome,Organic Search,23,12,False,False
S0002604,U001329,2025-02-07,Mobile,macOS,Chrome,Paid Search,54,7,False,False
S0002605,U000496,2025-10-16,Desktop,iOS,Chrome,Paid Search,52,3,False,False
S0002606,U000143,2025-05-01,Mobile,macOS,Edge,Direct,5,8,False,False
S0002607,U000784,2025-11-18,Tablet,macOS,Safari,Direct,5,5,False,False
S0002608,U001237,2025-02-02,Mobile,Windows,Edge,Facebook,33,10,False,False
S0002609,U001529,2025-10-19,Tablet,iOS,Chrome,Instagram,4,6,False,False
S0002610,U000287,2024-12-11,Mobile,Windows,Chrome,Direct,25,1,True,False
S0002611,U000631,2025-01-12,Tablet,iOS,Safari,Instagram,42,7,False,True
S0002612,U001430,2025-04-30,Mobile,iOS,Firefox,Organic Search,17,10,False,False
S0002613,U000493,2024-12-16,Desktop,iOS,Firefox,Referral,39,4,False,False
S0002614,U001263,2025-02-23,Desktop,Windows,Firefox,Facebook,5,10,False,False
S0002615,U001683,2024-06-04,Desktop,Windows,Firefox,YouTube,33,8,False,False
S0002616,U001042,2024-11-24,Tablet,Windows,Firefox,YouTube,25,3,False,False
S0002617,U000332,2024-03-29,Desktop,iOS,Safari,Paid Search,1,10,False,False
S0002618,U000820,2024-02-01,Mobile,Android,Firefox,Organic Search,24,1,True,False
S0002619,U000182,2024-05-21,Desktop,macOS,Chrome,Instagram,27,7,False,False
S0002620,U001933,2025-08-10,Tablet,iOS,Firefox,Referral,2,6,False,False
S0002621,U001748,2024-02-22,Tablet,Android,Safari,Email,28,6,False,False
S0002622,U000713,2025-12-24,Desktop,macOS,Firefox,Email,38,2,False,False
S0002623,U000279,2024-07-17,Tablet,Windows,Edge,Instagram,30,3,False,False
S0002624,U001924,2025-10-21,Tablet,macOS,Chrome,Paid Search,56,3,False,True
S0002625,U000755,2024-11-04,Desktop,macOS,Chrome,Facebook,2,3,False,False
S0002626,U001171,2024-11-09,Mobile,Android,Chrome,Paid Search,12,5,False,False
S0002627,U000958,2024-08-25,Mobile,macOS,Safari,Direct,5,11,False,False
S0002628,U000433,2025-03-09,Tablet,Windows,Edge,Email,16,8,False,False
S0002629,U000836,2024-02-17,Tablet,Android,Chrome,Facebook,1,10,False,False
S0002630,U001419,2024-08-02,Tablet,Windows,Edge,Facebook,24,3,False,False
S0002631,U001438,2024-08-04,Tablet,Android,Safari,Facebook,25,4,False,False
S0002632,U001539,2024-05-21,Desktop,iOS,Safari,YouTube,41,3,False,False
S0002633,U001196,2024-02-20,Tablet,iOS,Chrome,Organic Search,27,9,False,True
S0002634,U000769,2025-08-01,Tablet,iOS,Edge,Paid Search,4,12,False,False
S0002635,U001132,2024-10-15,Mobile,Windows,Firefox,Facebook,21,8,False,False
S0002636,U001049,2025-07-30,Tablet,iOS,Safari,Paid Search,15,11,False,False
S0002637,U000852,2025-08-20,Desktop,macOS,Firefox,Paid Search,36,11,False,True
S0002638,U001913,2025-10-20,Tablet,Windows,Firefox,Paid Search,52,5,False,False
S0002639,U001552,2025-10-29,Mobile,iOS,Firefox,Paid Search,19,5,False,False
S0002640,U000197,2024-03-02,Desktop,iOS,Safari,Direct,30,2,False,True
S0002641,U001761,2025-03-20,Tablet,iOS,Firefox,Instagram,59,7,False,False
S0002642,U000858,2025-03-26,Tablet,macOS,Edge,Referral,43,6,False,False
S0002643,U000452,2024-10-11,Desktop,iOS,Chrome,Direct,60,8,False,False
S0002644,U000416,2025-02-19,Mobile,Android,Chrome,YouTube,43,4,False,False
S0002645,U000977,2024-12-17,Desktop,iOS,Chrome,YouTube,12,3,False,False
S0002646,U001563,2025-10-24,Mobile,Android,Safari,Email,7,5,False,False
S0002647,U001318,2025-07-14,Mobile,iOS,Edge,Email,46,6,False,False
S0002648,U000361,2024-04-22,Tablet,Android,Chrome,Email,6,11,False,False
S0002649,U001546,2024-02-07,Mobile,macOS,Chrome,Direct,23,7,False,False
S0002650,U001526,2024-09-23,Mobile,iOS,Firefox,Referral,32,9,False,False
S0002651,U001314,2024-08-16,Desktop,Android,Edge,Email,54,10,False,False
S0002652,U001149,2025-03-06,Tablet,Windows,Safari,YouTube,50,10,False,False
S0002653,U000922,2025-12-18,Desktop,Android,Edge,Instagram,5,10,False,False
S0002654,U000571,2024-02-10,Tablet,iOS,Edge,Paid Search,34,9,False,False
S0002655,U000356,2024-07-18,Desktop,macOS,Firefox,Organic Search,14,11,False,False
S0002656,U001522,2024-04-28,Desktop,Windows,Safari,Email,34,8,False,False
S0002657,U001400,2025-02-01,Tablet,macOS,Chrome,Referral,40,8,False,False
S0002658,U000802,2024-02-15,Desktop,Windows,Safari,Paid Search,23,7,False,False
S0002659,U001601,2025-05-02,Desktop,Android,Firefox,Paid Search,33,4,False,False
S0002660,U001691,2025-04-16,Desktop,iOS,Firefox,Instagram,6,9,False,True
S0002661,U001287,2025-03-25,Tablet,Android,Firefox,Paid Search,5,10,False,False
S0002662,U001289,2025-02-25,Desktop,Android,Firefox,Facebook,24,3,False,False
S0002663,U001780,2024-06-16,Mobile,macOS,Chrome,YouTube,1,2,False,False
S0002664,U001322,2024-10-19,Desktop,iOS,Firefox,Email,17,10,False,False
S0002665,U000213,2025-06-21,Desktop,Android,Chrome,Paid Search,16,8,False,False
S0002666,U000280,2024-07-16,Mobile,iOS,Safari,Paid Search,53,6,False,False
S0002667,U001191,2025-10-27,Mobile,iOS,Safari,Email,25,11,False,False
S0002668,U001216,2024-09-19,Tablet,iOS,Chrome,Paid Search,13,8,False,False
S0002669,U001918,2025-05-23,Desktop,Windows,Chrome,Organic Search,13,5,False,True
S0002670,U001578,2025-09-23,Desktop,Windows,Firefox,Instagram,32,2,False,False
S0002671,U001724,2025-12-14,Mobile,iOS,Firefox,Instagram,7,5,False,False
S0002672,U001064,2025-09-27,Mobile,macOS,Chrome,Referral,35,4,False,False
S0002673,U001836,2025-08-23,Tablet,Windows,Chrome,Facebook,12,10,False,False
S0002674,U001342,2024-05-08,Mobile,macOS,Firefox,Direct,16,9,False,False
S0002675,U000345,2024-10-31,Mobile,Windows,Chrome,Referral,55,8,False,False
S0002676,U000292,2025-01-21,Tablet,macOS,Firefox,Facebook,60,1,True,False
S0002677,U001315,2025-12-27,Tablet,Windows,Safari,Organic Search,22,1,True,False
S0002678,U000608,2024-11-12,Mobile,Windows,Chrome,Referral,17,6,False,False
S0002679,U001347,2024-06-02,Mobile,macOS,Safari,Email,15,4,False,True
S0002680,U001163,2025-06-20,Desktop,Android,Edge,Email,46,3,False,False
S0002681,U000398,2025-10-24,Desktop,iOS,Chrome,Facebook,51,8,False,False
S0002682,U000159,2025-05-29,Tablet,macOS,Chrome,Instagram,54,4,False,False
S0002683,U001510,2025-09-12,Mobile,iOS,Edge,Instagram,38,1,True,False
S0002684,U000369,2024-08-21,Tablet,iOS,Firefox,Email,54,3,False,False
S0002685,U000434,2025-01-21,Tablet,macOS,Edge,Facebook,4,6,False,False
S0002686,U000406,2024-05-25,Tablet,iOS,Safari,Facebook,54,6,False,True
S0002687,U000232,2024-11-30,Desktop,Windows,Chrome,Referral,10,7,False,True
S0002688,U001956,2025-07-19,Mobile,iOS,Chrome,Facebook,11,8,False,False
S0002689,U001933,2024-03-21,Desktop,iOS,Chrome,Paid Search,42,12,False,False
S0002690,U000494,2025-02-28,Tablet,Android,Safari,Instagram,39,10,False,False
S0002691,U000104,2025-07-06,Tablet,Android,Firefox,Facebook,27,5,False,False
S0002692,U000255,2025-06-07,Mobile,macOS,Edge,Direct,57,3,False,False
S0002693,U000190,2025-11-29,Mobile,iOS,Safari,Email,11,4,False,False
S0002694,U001806,2025-01-13,Tablet,iOS,Firefox,Direct,35,11,False,False
S0002695,U001627,2025-08-18,Desktop,iOS,Safari,Instagram,10,6,False,True
S0002696,U000437,2024-03-24,Desktop,macOS,Firefox,YouTube,12,10,False,False
S0002697,U000499,2024-04-07,Tablet,iOS,Safari,Email,24,6,False,False
S0002698,U000463,2025-05-16,Desktop,macOS,Firefox,Referral,35,4,False,False
S0002699,U001214,2024-12-03,Mobile,Windows,Edge,Direct,4,4,False,True
S0002700,U000932,2024-01-11,Tablet,macOS,Firefox,Email,41,2,False,False
S0002701,U000718,2025-05-12,Mobile,Windows,Firefox,Facebook,42,11,False,False
S0002702,U000081,2024-01-06,Desktop,iOS,Firefox,Referral,48,9,False,False
S0002703,U001779,2024-03-18,Tablet,Android,Safari,Email,19,10,False,False
S0002704,U000916,2024-07-28,Mobile,iOS,Firefox,Email,36,12,False,False
S0002705,U001114,2025-07-15,Desktop,Android,Firefox,Direct,3,10,False,False
S0002706,U000367,2025-11-28,Mobile,iOS,Safari,YouTube,5,6,False,True
S0002707,U000034,2025-03-04,Desktop,Android,Firefox,Referral,55,1,True,False
S0002708,U000725,2024-09-11,Desktop,macOS,Chrome,Organic Search,7,6,False,False
S0002709,U000173,2024-10-02,Mobile,Windows,Edge,Organic Search,35,1,True,False
S0002710,U000299,2025-04-22,Tablet,Android,Edge,Instagram,11,3,False,False
S0002711,U000159,2024-07-28,Desktop,Android,Edge,Email,24,2,False,False
S0002712,U001200,2025-09-18,Desktop,Windows,Firefox,Direct,10,9,False,False
S0002713,U001658,2025-08-15,Mobile,Android,Safari,Direct,60,3,False,False
S0002714,U000687,2024-07-04,Mobile,macOS,Chrome,Instagram,8,5,False,False
S0002715,U001138,2025-04-06,Mobile,macOS,Safari,Referral,42,1,True,False
S0002716,U000253,2024-11-30,Mobile,Windows,Chrome,Instagram,32,9,False,False
S0002717,U000987,2025-05-03,Mobile,macOS,Firefox,Direct,49,10,False,False
S0002718,U000806,2024-10-06,Desktop,Android,Firefox,Instagram,13,3,False,False
S0002719,U001501,2025-12-07,Tablet,Windows,Edge,Email,51,5,False,False
S0002720,U000310,2024-03-11,Tablet,Android,Chrome,Organic Search,46,7,False,False
S0002721,U001683,2024-12-30,Tablet,macOS,Edge,Direct,57,6,False,False
S0002722,U000248,2024-04-04,Desktop,iOS,Firefox,Instagram,13,12,False,False
S0002723,U000455,2024-01-17,Tablet,macOS,Safari,Direct,9,8,False,False
S0002724,U001966,2024-07-26,Mobile,Android,Firefox,YouTube,41,7,False,True
S0002725,U000648,2025-02-06,Tablet,Android,Chrome,YouTube,19,1,True,False
S0002726,U001192,2024-11-14,Tablet,iOS,Chrome,Referral,33,10,False,False
S0002727,U000615,2024-05-07,Tablet,macOS,Edge,Paid Search,45,9,False,False
S0002728,U000374,2024-03-17,Tablet,iOS,Safari,Facebook,37,11,False,False
S0002729,U001500,2024-05-28,Tablet,Windows,Chrome,Organic Search,25,2,False,False
S0002730,U001698,2025-06-26,Desktop,Windows,Safari,Instagram,10,5,False,True
S0002731,U001478,2024-09-21,Desktop,Android,Firefox,Email,34,7,False,False
S0002732,U001300,2025-12-22,Mobile,Android,Safari,YouTube,13,3,False,False
S0002733,U000034,2024-06-13,Tablet,iOS,Firefox,Email,28,9,False,False
S0002734,U001806,2025-03-11,Mobile,Windows,Safari,Instagram,5,2,False,False
S0002735,U001285,2024-10-04,Tablet,iOS,Safari,Email,56,2,False,False
S0002736,U000611,2024-11-17,Tablet,iOS,Firefox,Email,51,10,False,False
S0002737,U000584,2025-02-01,Desktop,macOS,Chrome,Organic Search,6,1,True,False
S0002738,U000576,2025-05-02,Tablet,Android,Safari,Instagram,60,4,False,False
S0002739,U000854,2025-08-11,Tablet,iOS,Safari,Referral,37,7,False,True
S0002740,U000762,2024-04-18,Tablet,iOS,Edge,Facebook,39,4,False,False
S0002741,U001878,2024-06-01,Desktop,iOS,Firefox,Direct,58,3,False,False
S0002742,U000249,2024-03-29,Tablet,macOS,Chrome,YouTube,48,2,False,False
S0002743,U001252,2024-06-18,Mobile,Windows,Chrome,Facebook,9,11,False,False
S0002744,U001456,2024-08-30,Tablet,Windows,Firefox,Paid Search,4,11,False,False
S0002745,U000890,2025-01-12,Desktop,Windows,Firefox,Organic Search,52,5,False,False
S0002746,U000968,2024-05-15,Mobile,Android,Firefox,Referral,36,6,False,True
S0002747,U001232,2025-12-23,Tablet,macOS,Edge,YouTube,41,5,False,False
S0002748,U000628,2025-01-13,Mobile,macOS,Firefox,Referral,17,2,False,False
S0002749,U001627,2025-12-31,Tablet,Android,Edge,Facebook,9,6,False,False
S0002750,U001468,2025-07-01,Tablet,macOS,Chrome,Facebook,22,4,False,False
S0002751,U001631,2025-05-31,Mobile,macOS,Firefox,Facebook,9,5,False,True
S0002752,U000762,2024-07-07,Tablet,macOS,Firefox,Direct,9,6,False,False
S0002753,U000737,2025-05-04,Mobile,Windows,Chrome,Paid Search,29,7,False,False
S0002754,U001290,2024-06-02,Desktop,macOS,Chrome,Facebook,11,3,False,False
S0002755,U000566,2025-09-08,Tablet,Windows,Safari,Organic Search,57,3,False,False
S0002756,U001363,2025-10-19,Desktop,Windows,Safari,Email,11,1,True,False
S0002757,U001309,2025-09-25,Tablet,iOS,Chrome,Paid Search,23,2,False,False
S0002758,U000737,2024-01-18,Mobile,Windows,Safari,Organic Search,31,6,False,False
S0002759,U000982,2024-07-17,Mobile,Android,Safari,Referral,9,11,False,False
S0002760,U000005,2025-06-19,Desktop,Android,Safari,Referral,1,9,False,False
S0002761,U000776,2025-06-30,Mobile,iOS,Edge,Referral,59,6,False,False
S0002762,U001182,2024-03-21,Tablet,Windows,Firefox,Email,6,8,False,False
S0002763,U000560,2025-08-25,Mobile,Android,Firefox,YouTube,16,4,False,True
S0002764,U000667,2025-06-27,Desktop,Windows,Edge,Email,37,7,False,False
S0002765,U001038,2025-05-15,Tablet,macOS,Edge,Facebook,5,2,False,False
S0002766,U001145,2025-05-21,Mobile,macOS,Safari,Email,35,12,False,False
S0002767,U001517,2025-10-26,Mobile,Windows,Chrome,Email,6,6,False,False
S0002768,U000131,2025-11-22,Tablet,Windows,Edge,Paid Search,42,11,False,False
S0002769,U000838,2025-08-02,Mobile,macOS,Safari,Referral,23,7,False,False
S0002770,U000258,2024-12-24,Desktop,Android,Firefox,Paid Search,6,4,False,False
S0002771,U001120,2025-11-22,Mobile,Android,Edge,Direct,48,5,False,False
S0002772,U001278,2024-10-16,Desktop,iOS,Edge,Referral,57,6,False,False
S0002773,U000741,2025-08-05,Tablet,iOS,Safari,Instagram,49,10,False,False
S0002774,U000952,2024-01-19,Mobile,Android,Firefox,Direct,29,8,False,False
S0002775,U000426,2024-05-27,Mobile,macOS,Firefox,Organic Search,8,11,False,False
S0002776,U001065,2024-10-21,Mobile,Windows,Firefox,Facebook,28,5,False,True
S0002777,U000675,2025-01-12,Desktop,Android,Chrome,Referral,3,3,False,False
S0002778,U001170,2024-08-14,Desktop,Android,Edge,Referral,57,6,False,True
S0002779,U000583,2024-03-18,Tablet,iOS,Chrome,Facebook,41,1,True,False
S0002780,U001880,2025-07-14,Mobile,macOS,Safari,Email,7,1,True,False
S0002781,U000130,2024-07-26,Mobile,macOS,Edge,Paid Search,53,7,False,False
S0002782,U001402,2025-05-07,Desktop,iOS,Firefox,Email,12,7,False,False
S0002783,U000957,2024-02-06,Tablet,macOS,Safari,Referral,25,8,False,False
S0002784,U001890,2025-03-01,Tablet,Android,Safari,YouTube,43,5,False,False
S0002785,U000457,2024-05-21,Mobile,Android,Edge,Email,46,4,False,True
S0002786,U000152,2025-07-22,Tablet,Android,Chrome,Referral,9,8,False,False
S0002787,U000450,2024-07-07,Desktop,macOS,Chrome,YouTube,1,3,False,False
S0002788,U000245,2025-08-03,Desktop,Windows,Firefox,Paid Search,5,5,False,False
S0002789,U001825,2024-10-27,Desktop,Windows,Safari,Organic Search,20,12,False,False
S0002790,U001272,2025-11-21,Tablet,iOS,Edge,YouTube,51,4,False,False
S0002791,U001326,2024-11-08,Mobile,Android,Safari,Instagram,2,7,False,False
S0002792,U000524,2025-11-23,Mobile,Windows,Safari,YouTube,46,7,False,True
S0002793,U001913,2024-05-04,Tablet,Android,Edge,Direct,5,11,False,False
S0002794,U000899,2025-04-13,Desktop,Windows,Firefox,Organic Search,47,6,False,False
S0002795,U001321,2025-08-23,Mobile,Android,Firefox,Referral,28,10,False,True
S0002796,U001350,2024-10-12,Tablet,Windows,Chrome,Direct,48,12,False,False
S0002797,U000970,2025-08-18,Mobile,Android,Edge,Instagram,4,3,False,False
S0002798,U000217,2025-10-21,Tablet,Windows,Edge,Direct,41,10,False,False
S0002799,U001609,2024-05-04,Mobile,Windows,Edge,Email,3,8,False,False
S0002800,U000402,2025-01-07,Mobile,Android,Firefox,Paid Search,24,12,False,False
S0002801,U000643,2025-01-11,Mobile,macOS,Safari,Email,7,12,False,False
S0002802,U001582,2024-10-30,Mobile,macOS,Safari,YouTube,35,11,False,False
S0002803,U000812,2025-10-29,Mobile,macOS,Chrome,Facebook,29,9,False,False
S0002804,U001853,2024-02-21,Desktop,macOS,Firefox,Paid Search,12,3,False,False
S0002805,U001810,2025-12-15,Tablet,macOS,Firefox,Referral,20,5,False,False
S0002806,U001625,2025-12-31,Desktop,Android,Chrome,YouTube,18,4,False,True
S0002807,U001072,2025-10-16,Tablet,iOS,Chrome,Referral,34,2,False,False
S0002808,U001259,2025-05-27,Tablet,Windows,Chrome,Email,10,1,True,False
S0002809,U001951,2024-04-25,Mobile,Android,Chrome,Facebook,1,1,True,False
S0002810,U000392,2024-04-24,Tablet,Windows,Chrome,Referral,58,2,False,False
S0002811,U000597,2025-05-26,Mobile,Windows,Firefox,Organic Search,38,7,False,False
S0002812,U000507,2025-03-25,Desktop,Windows,Firefox,Facebook,30,5,False,False
S0002813,U000775,2025-09-17,Tablet,Android,Chrome,Direct,16,3,False,False
S0002814,U001099,2025-08-11,Tablet,iOS,Chrome,YouTube,46,9,False,False
S0002815,U000967,2024-11-25,Mobile,macOS,Edge,Facebook,6,11,False,False
S0002816,U000603,2025-11-19,Tablet,iOS,Chrome,YouTube,54,1,True,False
S0002817,U001108,2025-06-25,Mobile,Android,Safari,Organic Search,15,3,False,False
S0002818,U001038,2025-05-09,Tablet,iOS,Chrome,Organic Search,58,12,False,False
S0002819,U001937,2025-07-03,Mobile,Android,Safari,Instagram,16,8,False,False
S0002820,U000566,2025-10-21,Desktop,Android,Firefox,Email,39,5,False,False
S0002821,U001504,2024-05-31,Desktop,Android,Firefox,Referral,34,6,False,True
S0002822,U001241,2025-12-16,Mobile,macOS,Firefox,Facebook,34,2,False,False
S0002823,U001224,2025-05-13,Tablet,iOS,Safari,Paid Search,46,7,False,False
S0002824,U000239,2024-12-07,Tablet,Windows,Chrome,Organic Search,53,4,False,False
S0002825,U001155,2025-03-10,Tablet,Windows,Firefox,Instagram,57,3,False,False
S0002826,U000307,2024-01-23,Tablet,iOS,Chrome,Paid Search,44,2,False,False
S0002827,U000233,2024-06-25,Desktop,Windows,Edge,Email,53,1,True,True
S0002828,U001896,2024-08-31,Desktop,macOS,Edge,Organic Search,50,12,False,False
S0002829,U000192,2025-02-10,Tablet,Windows,Edge,Email,7,5,False,False
S0002830,U000046,2025-11-08,Mobile,macOS,Safari,YouTube,22,7,False,False
S0002831,U000160,2024-08-17,Mobile,macOS,Edge,Referral,26,1,True,False
S0002832,U001726,2025-06-05,Desktop,macOS,Safari,Paid Search,34,11,False,False
S0002833,U000439,2024-04-20,Mobile,Android,Firefox,Referral,35,2,False,False
S0002834,U000353,2025-01-17,Desktop,Windows,Chrome,Facebook,43,8,False,False
S0002835,U001213,2025-09-01,Tablet,Windows,Edge,Direct,31,4,False,False
S0002836,U001060,2025-08-29,Mobile,iOS,Edge,Facebook,7,4,False,False
S0002837,U000591,2024-01-01,Desktop,Android,Chrome,Facebook,41,2,False,False
S0002838,U001765,2024-09-09,Tablet,macOS,Firefox,Direct,49,5,False,False
S0002839,U000908,2025-01-07,Mobile,iOS,Chrome,Organic Search,51,6,False,False
S0002840,U001176,2025-10-04,Desktop,Android,Edge,Facebook,60,2,False,False
S0002841,U001494,2025-09-09,Mobile,iOS,Chrome,Paid Search,24,1,True,True
S0002842,U001783,2025-12-05,Mobile,macOS,Safari,YouTube,13,11,False,True
S0002843,U000673,2025-05-28,Tablet,Windows,Safari,YouTube,5,8,False,True
S0002844,U001823,2025-01-05,Desktop,iOS,Edge,Organic Search,36,12,False,False
S0002845,U001041,2025-06-16,Mobile,iOS,Chrome,Paid Search,60,10,False,False
S0002846,U000228,2024-04-05,Tablet,Android,Edge,Facebook,35,7,False,False
S0002847,U000019,2024-02-03,Desktop,macOS,Edge,Facebook,17,5,False,True
S0002848,U001351,2024-10-28,Mobile,macOS,Edge,YouTube,32,8,False,False
S0002849,U000765,2024-07-03,Tablet,Windows,Safari,Organic Search,10,1,True,False
S0002850,U000073,2024-05-03,Desktop,Windows,Safari,Direct,43,5,False,False
S0002851,U001918,2024-04-30,Tablet,Windows,Chrome,Referral,56,4,False,True
S0002852,U000551,2024-04-09,Desktop,macOS,Edge,Referral,4,12,False,False
S0002853,U000198,2025-06-22,Desktop,Android,Firefox,Facebook,9,2,False,False
S0002854,U001502,2024-11-15,Tablet,Windows,Firefox,Referral,47,12,False,False
S0002855,U000417,2025-11-10,Mobile,Android,Safari,Instagram,3,6,False,False
S0002856,U001897,2025-10-04,Tablet,iOS,Chrome,YouTube,25,6,False,False
S0002857,U001733,2025-01-30,Desktop,Windows,Firefox,Referral,21,7,False,False
S0002858,U001919,2024-12-05,Mobile,Android,Chrome,Referral,50,2,False,False
S0002859,U001976,2024-12-15,Tablet,Windows,Firefox,Email,2,2,False,False
S0002860,U000970,2024-03-01,Desktop,Android,Safari,Direct,49,6,False,False
S0002861,U000040,2025-12-13,Mobile,iOS,Safari,YouTube,24,12,False,False
S0002862,U001093,2024-03-04,Tablet,Android,Edge,Instagram,6,6,False,True
