Order_ID,User_ID,Session_ID,Product_ID,Order_Date,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Shipping_Method,Order_Status
O0000451,U001214,S0004603,P000682,2025-03-07,2,61.18,10,110.12,61.5,48.62,UPI,Same Day,Completed
O0000452,U001752,S0007708,P000300,2024-04-18,1,40.56,5,38.53,28.43,10.1,Debit Card,Same Day,Completed
O0000453,U000517,S0000601,P000646,2024-08-02,1,316.84,5,301.0,159.54,141.46,Debit Card,Standard,Completed
O0000454,U001602,S0003543,P000488,2025-04-11,5,108.11,5,513.52,285.95,227.57,Net Banking,Same Day,Cancelled
O0000455,U000237,S0001315,P000570,2024-04-29,1,15.15,15,12.88,7.7,5.18,UPI,Same Day,Completed
O0000456,U000950,S0007707,P000286,2024-11-12,3,69.23,30,145.38,123.78,21.6,PayPal,Express,Returned
O0000457,U001117,S0007347,P000833,2025-11-26,3,32.51,20,78.02,57.96,20.06,Debit Card,Express,Completed
O0000458,U001648,S0000659,P000151,2024-02-05,3,48.27,15,123.09,94.65,28.44,Credit Card,Standard,Returned
O0000459,U001384,S0008727,P000405,2024-09-12,2,58.75,0,117.5,75.68,41.82,Net Banking,Standard,Returned
O0000460,U001923,S0004315,P000172,2025-04-11,1,1426.12,5,1354.81,750.13,604.68,PayPal,Same Day,Completed
O0000461,U001300,S0002190,P000351,2025-02-23,2,1653.17,15,2810.39,1591.12,1219.27,Credit Card,Express,Cancelled
O0000462,U000803,S0005990,P000878,2024-02-19,4,96.38,15,327.69,286.28,41.41,Credit Card,Express,Returned
O0000463,U001321,S0006826,P000458,2024-04-20,1,11.27,5,10.71,6.32,4.39,UPI,Standard,Cancelled
O0000464,U001322,S0009932,P000715,2025-09-18,4,21.99,25,65.97,42.88,23.09,UPI,Standard,Returned
O0000465,U000999,S0005791,P000248,2025-02-22,3,1946.2,5,5546.67,3349.71,2196.96,Credit Card,Same Day,Completed
O0000466,U001867,S0001017,P000258,2024-10-16,1,142.38,30,99.67,99.89,-0.22,Debit Card,Standard,Completed
O0000467,U000917,S0004143,P000692,2024-09-21,1,795.11,0,795.11,494.84,300.27,Net Banking,Same Day,Returned
O0000468,U001969,S0001954,P000746,2024-01-14,5,38.5,5,182.88,110.45,72.43,Credit Card,Express,Returned
O0000469,U000924,S0007937,P000900,2024-12-27,2,69.74,5,132.51,97.34,35.17,PayPal,Express,Returned
O0000470,U000884,S0000236,P000886,2025-07-22,2,149.48,0,298.96,191.76,107.2,Debit Card,Standard,Returned
O0000471,U000767,S0006083,P000288,2025-12-04,4,131.31,15,446.45,314.36,132.09,PayPal,Standard,Completed
O0000472,U000735,S0003081,P000599,2024-12-14,4,144.26,25,432.78,264.0,168.78,Debit Card,Standard,Cancelled
O0000473,U001917,S0004755,P000133,2024-03-26,3,175.22,30,367.96,290.13,77.83,Credit Card,Standard,Completed
O0000474,U000345,S0000893,P000924,2025-12-30,4,80.48,20,257.54,212.92,44.62,Debit Card,Express,Completed
O0000475,U001898,S0008442,P000788,2024-08-31,1,117.59,20,94.07,75.16,18.91,Credit Card,Express,Completed
O0000476,U001579,S0005201,P000945,2025-07-30,4,33.89,25,101.67,76.24,25.43,Net Banking,Express,Completed
O0000477,U000692,S0002385,P000260,2025-01-24,2,82.27,20,131.63,104.58,27.05,UPI,Express,Completed
O0000478,U000304,S0002574,P000226,2025-01-12,1,106.25,5,100.94,54.36,46.58,Debit Card,Same Day,Completed
O0000479,U000583,S0008691,P000288,2024-02-11,4,131.31,25,393.93,314.36,79.57,Credit Card,Express,Completed
O0000480,U001654,S0008387,P000136,2024-06-03,3,79.04,20,189.7,138.24,51.46,UPI,Express,Completed
O0000481,U000696,S0007391,P000684,2024-05-11,2,56.02,25,84.03,59.74,24.29,Debit Card,Standard,Cancelled
O0000482,U000523,S0006891,P000365,2025-05-03,3,246.37,10,665.2,360.57,304.63,Credit Card,Same Day,Returned
O0000483,U001900,S0000891,P000348,2025-02-04,2,308.27,25,462.4,451.66,10.74,Net Banking,Standard,Completed
O0000484,U000736,S0004401,P000017,2025-04-28,5,55.21,0,276.05,178.85,97.2,Net Banking,Same Day,Completed
O0000485,U000386,S0007416,P000877,2025-10-19,1,5.74,20,4.59,3.2,1.39,Net Banking,Same Day,Completed
O0000486,U000576,S0002062,P000117,2024-11-10,2,32.2,5,61.18,47.94,13.24,Debit Card,Same Day,Completed
O0000487,U001745,S0005751,P000196,2025-10-26,3,236.86,20,568.46,427.5,140.96,Debit Card,Standard,Completed
O0000488,U000615,S0001922,P000963,2025-10-09,4,107.74,20,344.77,243.08,101.69,Credit Card,Same Day,Cancelled
O0000489,U001781,S0000636,P000928,2024-07-14,3,633.67,10,1710.91,886.29,824.62,UPI,Same Day,Completed
O0000490,U000180,S0008110,P000317,2024-07-03,5,565.68,30,1979.88,1411.8,568.08,Debit Card,Same Day,Completed
O0000491,U001532,S0005822,P000253,2025-11-24,5,220.48,25,826.8,620.8,206.0,UPI,Standard,Completed
O0000492,U000660,S0005618,P000064,2024-03-15,5,236.29,10,1063.31,833.05,230.26,Net Banking,Express,Completed
O0000493,U000483,S0000590,P000492,2025-07-09,3,225.55,20,541.32,483.33,57.99,Debit Card,Standard,Returned
O0000494,U001370,S0000771,P000034,2024-05-29,3,72.9,5,207.77,153.93,53.84,Credit Card,Standard,Completed
O0000495,U000839,S0004641,P000922,2024-02-26,2,212.63,30,297.68,309.32,-11.64,Credit Card,Same Day,Completed
O0000496,U000874,S0006923,P000253,2025-01-26,2,220.48,15,374.82,248.32,126.5,UPI,Standard,Completed
O0000497,U001525,S0005241,P000033,2025-06-22,1,378.94,25,284.2,188.19,96.01,UPI,Standard,Completed
O0000498,U000167,S0009825,P000605,2024-08-16,1,22.73,30,15.91,11.9,4.01,Credit Card,Express,Cancelled
O0000499,U000555,S0002936,P000030,2025-01-23,5,154.84,25,580.65,378.8,201.85,Debit Card,Same Day,Completed
O0000500,U001905,S0007534,P000938,2025-10-17,4,731.77,5,2780.73,1951.4,829.33,Credit Card,Same Day,Completed
O0000501,U001249,S0003112,P000457,2024-02-17,2,759.74,10,1367.53,984.36,383.17,PayPal,Express,Returned
O0000502,U000263,S0007477,P000425,2024-11-17,2,32.98,30,46.17,40.98,5.19,UPI,Standard,Completed
O0000503,U001227,S0007908,P000875,2024-08-27,2,441.77,30,618.48,638.94,-20.46,Net Banking,Standard,Returned
O0000504,U001154,S0003458,P000779,2025-03-30,1,99.55,15,84.62,69.73,14.89,UPI,Same Day,Returned
O0000505,U001165,S0006723,P000153,2025-06-25,2,55.67,0,111.34,60.46,50.88,Net Banking,Same Day,Completed
O0000506,U000516,S0006413,P000163,2025-07-05,5,51.64,25,193.65,166.55,27.1,Debit Card,Same Day,Completed
O0000507,U000501,S0000383,P000740,2024-07-27,1,16.66,30,11.66,8.99,2.67,Net Banking,Standard,Cancelled
O0000508,U001353,S0008314,P000500,2025-04-28,4,58.22,20,186.3,161.64,24.66,PayPal,Express,Completed
O0000509,U000413,S0003876,P000555,2025-07-04,4,956.69,0,3826.76,2645.36,1181.4,Debit Card,Standard,Completed
O0000510,U001472,S0007181,P000521,2024-04-29,5,270.8,5,1286.3,710.9,575.4,Credit Card,Standard,Returned
O0000511,U001595,S0004811,P000922,2024-06-13,5,212.63,25,797.36,773.3,24.06,PayPal,Same Day,Cancelled
O0000512,U001009,S0000820,P000331,2025-06-20,2,150.5,20,240.8,172.16,68.64,Debit Card,Express,Completed
O0000513,U001861,S0009134,P000923,2024-07-25,2,538.1,25,807.15,506.08,301.07,UPI,Standard,Completed
O0000514,U000529,S0001317,P000880,2025-08-07,1,240.48,15,204.41,116.22,88.19,Net Banking,Standard,Completed
O0000515,U001923,S0007389,P000586,2025-05-02,1,467.8,30,327.46,223.58,103.88,Net Banking,Standard,Completed
O0000516,U001399,S0005659,P000914,2024-08-20,5,229.5,30,803.25,668.05,135.2,UPI,Express,Completed
O0000517,U000655,S0005394,P000188,2024-09-13,3,18.21,10,49.17,40.26,8.91,Credit Card,Express,Completed
O0000518,U000352,S0007980,P000934,2024-05-21,1,31.39,15,26.68,20.97,5.71,Credit Card,Same Day,Completed
O0000519,U001871,S0005344,P000703,2025-06-13,2,134.65,25,201.98,195.06,6.92,Debit Card,Standard,Completed
O0000520,U001560,S0007308,P000493,2024-11-17,2,603.88,0,1207.76,589.96,617.8,UPI,Standard,Cancelled
O0000521,U000771,S0002921,P000337,2024-09-04,4,278.76,10,1003.54,646.68,356.86,Debit Card,Express,Cancelled
O0000522,U001406,S0001160,P000979,2024-01-17,3,457.17,0,1371.51,944.37,427.14,Net Banking,Standard,Completed
O0000523,U000861,S0002042,P000955,2024-03-02,2,29.53,10,53.15,34.16,18.99,PayPal,Standard,Completed
O0000524,U001628,S0002226,P000536,2025-05-31,5,35.51,0,177.55,119.0,58.55,Debit Card,Same Day,Completed
O0000525,U000238,S0005887,P000594,2025-06-06,5,47.29,10,212.81,139.1,73.71,PayPal,Same Day,Completed
O0000526,U000805,S0003624,P000544,2025-09-18,4,461.4,15,1568.76,1237.08,331.68,Credit Card,Same Day,Cancelled
O0000527,U000855,S0009747,P000564,2025-06-21,5,145.88,30,510.58,527.3,-16.72,UPI,Express,Cancelled
O0000528,U001542,S0008834,P000658,2025-05-21,4,243.77,15,828.82,503.32,325.5,UPI,Standard,Cancelled
O0000529,U001073,S0007116,P000293,2024-03-17,1,37.11,10,33.4,23.56,9.84,Debit Card,Standard,Completed
O0000530,U001859,S0004059,P000429,2025-03-16,5,2419.71,15,10283.77,5639.65,4644.12,UPI,Standard,Completed
O0000531,U000252,S0000554,P000696,2024-07-03,5,38.05,15,161.71,87.05,74.66,PayPal,Same Day,Cancelled
O0000532,U001901,S0005731,P000585,2025-09-13,1,928.11,5,881.7,442.07,439.63,Net Banking,Standard,Completed
O0000533,U000928,S0005980,P000287,2024-06-01,1,261.95,15,222.66,153.32,69.34,PayPal,Same Day,Completed
O0000534,U000120,S0008969,P000804,2024-11-23,3,93.22,10,251.69,184.38,67.31,Credit Card,Standard,Completed
O0000535,U001669,S0003964,P000205,2024-02-06,1,623.07,25,467.3,351.45,115.85,PayPal,Same Day,Completed
O0000536,U000577,S0001311,P000061,2025-07-22,1,508.1,10,457.29,247.88,209.41,Net Banking,Same Day,Completed
O0000537,U000803,S0007055,P000164,2025-09-10,3,319.21,20,766.1,691.17,74.93,Net Banking,Standard,Returned
O0000538,U001690,S0008637,P000573,2025-08-04,1,85.06,5,80.81,54.64,26.17,Debit Card,Same Day,Completed
O0000539,U001645,S0005260,P000471,2024-03-05,3,70.05,15,178.63,153.72,24.91,Net Banking,Standard,Completed
O0000540,U000896,S0002890,P000594,2024-11-19,2,47.29,30,66.21,55.64,10.57,Net Banking,Express,Completed
O0000541,U000554,S0003350,P000961,2025-05-25,3,45.7,25,102.83,88.59,14.24,UPI,Express,Returned
O0000542,U001038,S0003853,P000273,2024-05-31,5,138.25,20,553.0,502.55,50.45,Credit Card,Standard,Completed
O0000543,U001015,S0001405,P000148,2024-06-08,5,113.45,30,397.07,262.25,134.82,Net Banking,Same Day,Returned
O0000544,U001505,S0008267,P000428,2025-04-24,4,177.16,5,673.21,369.4,303.81,Debit Card,Express,Completed
O0000545,U000230,S0003790,P000587,2025-10-03,4,57.67,10,207.61,151.88,55.73,Debit Card,Standard,Completed
O0000546,U001731,S0000670,P000085,2024-02-09,5,434.44,20,1737.76,1360.1,377.66,Credit Card,Express,Cancelled
O0000547,U000556,S0008543,P000076,2024-12-19,5,70.59,30,247.07,250.05,-2.98,Net Banking,Same Day,Returned
O0000548,U001909,S0000158,P000674,2025-06-16,4,69.66,0,278.64,143.48,135.16,PayPal,Same Day,Completed
O0000549,U000517,S0008629,P000083,2025-10-03,1,461.83,20,369.46,247.81,121.65,PayPal,Express,Cancelled
O0000550,U000959,S0005642,P000377,2024-10-02,5,43.82,5,208.14,117.35,90.79,PayPal,Express,Completed
O0000551,U000944,S0006267,P000887,2025-09-18,2,22.58,5,42.9,23.28,19.62,PayPal,Express,Completed
O0000552,U001741,S0005336,P000053,2025-11-15,5,28.6,5,135.85,76.6,59.25,Credit Card,Same Day,Completed
O0000553,U000807,S0003359,P000750,2025-05-14,4,268.0,20,857.6,610.04,247.56,Credit Card,Express,Completed
O0000554,U001187,S0008169,P000546,2025-07-31,3,141.61,15,361.11,309.72,51.39,Credit Card,Same Day,Completed
O0000555,U000091,S0000886,P000315,2025-10-07,1,111.49,30,78.04,69.79,8.25,Credit Card,Same Day,Completed
O0000556,U000887,S0006398,P000567,2024-11-11,3,24.57,25,55.28,54.69,0.59,Credit Card,Standard,Completed
O0000557,U000719,S0005717,P000959,2024-06-29,2,1840.06,30,2576.08,2391.26,184.82,Credit Card,Standard,Cancelled
O0000558,U001567,S0004849,P000087,2024-02-14,4,109.9,15,373.66,211.6,162.06,UPI,Same Day,Completed
O0000559,U001267,S0009579,P000250,2024-08-06,3,108.72,10,293.54,148.41,145.13,Credit Card,Same Day,Returned
O0000560,U001640,S0009576,P000635,2024-01-08,4,20.81,10,74.92,55.8,19.12,PayPal,Standard,Completed
O0000561,U000756,S0008915,P000712,2024-12-29,1,62.29,0,62.29,37.44,24.85,Net Banking,Standard,Completed
O0000562,U000153,S0008724,P000606,2025-09-20,3,226.79,30,476.26,316.47,159.79,UPI,Standard,Completed
O0000563,U000823,S0006422,P000833,2024-09-02,2,32.51,20,52.02,38.64,13.38,Debit Card,Express,Completed
O0000564,U000736,S0002176,P000385,2025-10-03,2,56.47,25,84.7,72.46,12.24,Net Banking,Same Day,Completed
O0000565,U001028,S0005851,P000664,2025-12-02,5,1623.9,10,7307.55,5560.05,1747.5,Net Banking,Same Day,Cancelled
O0000566,U000753,S0004203,P000513,2025-01-04,2,21.53,20,34.45,31.28,3.17,UPI,Express,Cancelled
O0000567,U001289,S0000437,P000132,2025-11-14,3,177.07,0,531.21,361.35,169.86,UPI,Standard,Completed
O0000568,U000605,S0002486,P000315,2025-10-16,5,111.49,30,390.21,348.95,41.26,Debit Card,Same Day,Cancelled
O0000569,U000784,S0002607,P000170,2025-11-18,5,653.6,10,2941.2,1642.25,1298.95,Net Banking,Express,Returned
O0000570,U000836,S0002629,P000121,2024-02-17,4,241.2,10,868.32,503.04,365.28,PayPal,Same Day,Completed
O0000571,U000092,S0008897,P000872,2024-10-04,3,243.49,0,730.47,541.35,189.12,Debit Card,Standard,Completed
O0000572,U001261,S0009378,P000250,2025-07-05,1,108.72,25,81.54,49.47,32.07,Net Banking,Standard,Completed
O0000573,U000884,S0000625,P000667,2025-12-27,3,521.22,0,1563.66,837.36,726.3,UPI,Standard,Cancelled
O0000574,U001039,S0000574,P000857,2024-01-02,3,187.32,30,393.37,366.21,27.16,UPI,Express,Completed
O0000575,U000621,S0005842,P000502,2024-11-19,1,37.85,5,35.96,23.57,12.39,Credit Card,Standard,Completed
O0000576,U001504,S0009739,P000669,2025-11-03,2,57.7,10,103.86,75.36,28.5,PayPal,Standard,Completed
O0000577,U001563,S0009811,P000288,2024-07-27,4,131.31,5,498.98,314.36,184.62,Debit Card,Express,Completed
O0000578,U000731,S0004886,P000249,2024-07-31,3,307.96,30,646.72,586.98,59.74,Credit Card,Express,Completed
O0000579,U000609,S0001983,P000201,2024-11-14,3,29.19,10,78.81,48.15,30.66,PayPal,Same Day,Returned
O0000580,U000959,S0003367,P000567,2025-08-16,5,24.57,25,92.14,91.15,0.99,Net Banking,Standard,Returned
O0000581,U000143,S0007039,P000218,2025-03-20,2,649.92,5,1234.85,713.88,520.97,UPI,Standard,Completed
O0000582,U000806,S0002718,P000934,2024-10-06,2,31.39,20,50.22,41.94,8.28,Debit Card,Express,Completed
O0000583,U001454,S0004925,P000641,2025-11-20,4,72.43,15,246.26,149.44,96.82,Credit Card,Standard,Completed
O0000584,U000815,S0007325,P000549,2025-07-22,5,57.06,5,271.04,169.1,101.94,Net Banking,Same Day,Completed
O0000585,U001008,S0001358,P000700,2024-04-03,2,49.85,25,74.78,55.38,19.4,Credit Card,Same Day,Returned
O0000586,U001501,S0004853,P000352,2024-10-09,1,71.4,25,53.55,34.03,19.52,PayPal,Same Day,Completed
O0000587,U001808,S0001060,P000065,2025-07-11,3,11.59,0,34.77,22.41,12.36,PayPal,Express,Completed
O0000588,U000307,S0001692,P000479,2025-07-04,2,65.3,30,91.42,67.46,23.96,UPI,Standard,Returned
O0000589,U000029,S0003136,P000958,2025-06-21,1,67.72,0,67.72,49.66,18.06,Credit Card,Standard,Cancelled
O0000590,U000609,S0005178,P000470,2024-11-21,1,251.71,20,201.37,181.0,20.37,UPI,Same Day,Completed
O0000591,U000699,S0002879,P000157,2025-02-03,3,16.02,10,43.25,24.24,19.01,Credit Card,Same Day,Completed
O0000592,U001089,S0009110,P000810,2025-02-24,1,14.28,10,12.85,7.39,5.46,Credit Card,Express,Cancelled
O0000593,U001984,S0004751,P000894,2025-03-02,5,39.38,25,147.68,102.4,45.28,PayPal,Standard,Returned
O0000594,U001336,S0004002,P000347,2024-10-11,1,73.91,10,66.52,51.98,14.54,Credit Card,Express,Completed
O0000595,U000750,S0002870,P000811,2024-01-09,4,1361.16,10,4900.18,3543.64,1356.54,Debit Card,Express,Completed
O0000596,U000871,S0001203,P000148,2024-05-26,2,113.45,0,226.9,104.9,122.0,Debit Card,Express,Completed
O0000597,U000023,S0003354,P000273,2024-01-15,3,138.25,5,394.01,301.53,92.48,UPI,Express,Completed
O0000598,U000932,S0009848,P000642,2025-07-12,4,2250.82,15,7652.79,4637.12,3015.67,PayPal,Express,Completed
O0000599,U001006,S0004650,P000228,2024-06-03,1,90.96,30,63.67,42.17,21.5,Debit Card,Express,Completed
O0000600,U000685,S0002067,P000531,2025-12-07,1,501.85,0,501.85,274.11,227.74,Debit Card,Express,Completed
O0000601,U001264,S0005776,P000299,2025-03-02,5,125.97,0,629.85,347.25,282.6,Debit Card,Standard,Cancelled
O0000602,U001232,S0002747,P000418,2025-12-23,3,244.81,5,697.71,502.65,195.06,Credit Card,Express,Completed
O0000603,U000545,S0006278,P000867,2025-08-12,3,223.22,5,636.18,475.05,161.13,UPI,Express,Completed
O0000604,U000047,S0004419,P000738,2024-12-24,3,2268.31,30,4763.45,3606.51,1156.94,UPI,Express,Completed
O0000605,U001007,S0003093,P000723,2025-11-11,4,10.11,0,40.44,22.16,18.28,Credit Card,Same Day,Completed
O0000606,U000960,S0005700,P000847,2024-04-22,2,123.77,20,198.03,182.76,15.27,Debit Card,Same Day,Completed
O0000607,U001885,S0001576,P000822,2025-12-19,1,275.03,20,220.02,186.23,33.79,UPI,Express,Completed
O0000608,U000704,S0006521,P000128,2024-03-20,2,43.71,25,65.56,51.78,13.78,PayPal,Express,Completed
O0000609,U000120,S0006166,P000945,2024-02-21,3,33.89,25,76.25,57.18,19.07,PayPal,Standard,Cancelled
O0000610,U001946,S0007357,P000491,2024-06-30,1,43.14,30,30.2,28.0,2.2,Credit Card,Same Day,Cancelled
O0000611,U002000,S0005984,P000132,2025-11-02,2,177.07,20,283.31,240.9,42.41,Credit Card,Same Day,Returned
O0000612,U001058,S0009291,P000329,2025-01-11,5,460.74,15,1958.14,1337.3,620.84,Debit Card,Same Day,Completed
O0000613,U000548,S0006340,P000388,2024-03-04,5,52.26,25,195.98,154.45,41.53,Net Banking,Standard,Completed
O0000614,U001540,S0002238,P000403,2024-11-23,5,583.01,25,2186.29,2103.0,83.29,Credit Card,Same Day,Returned
O0000615,U001466,S0007558,P000048,2025-02-03,1,135.58,15,115.24,69.11,46.13,PayPal,Same Day,Completed
O0000616,U000919,S0001879,P000922,2025-11-08,3,212.63,10,574.1,463.98,110.12,PayPal,Standard,Completed
O0000617,U001686,S0005594,P000549,2025-12-10,4,57.06,15,194.0,135.28,58.72,UPI,Standard,Completed
O0000618,U000935,S0003549,P000051,2024-08-03,3,247.09,20,593.02,465.99,127.03,UPI,Same Day,Completed
O0000619,U000583,S0004807,P000284,2024-08-02,2,38.52,30,53.93,42.7,11.23,Credit Card,Express,Returned
O0000620,U001850,S0000687,P000474,2025-08-27,5,54.23,15,230.48,151.5,78.98,Net Banking,Express,Completed
O0000621,U001777,S0006184,P000971,2024-10-05,2,61.42,30,85.99,76.66,9.33,Net Banking,Same Day,Completed
O0000622,U001873,S0005724,P000763,2025-06-05,4,112.92,30,316.18,238.56,77.62,Credit Card,Express,Completed
O0000623,U001258,S0004193,P000497,2024-08-27,5,37.71,10,169.7,140.25,29.45,PayPal,Same Day,Completed
O0000624,U001228,S0007669,P000276,2025-02-02,1,41.08,0,41.08,27.69,13.39,Debit Card,Same Day,Completed
O0000625,U000697,S0003732,P000552,2024-06-28,4,25.75,25,77.25,59.12,18.13,Credit Card,Standard,Completed
O0000626,U000068,S0007687,P000329,2025-12-25,5,460.74,30,1612.59,1337.3,275.29,Net Banking,Standard,Completed
O0000627,U000755,S0006428,P000664,2025-02-25,1,1623.9,20,1299.12,1112.01,187.11,UPI,Express,Completed
O0000628,U000489,S0000242,P000558,2025-12-22,3,1701.88,5,4850.36,3313.02,1537.34,Debit Card,Standard,Completed
O0000629,U000514,S0008178,P000563,2024-12-13,1,45.95,15,39.06,27.86,11.2,Credit Card,Same Day,Completed
O0000630,U000492,S0005937,P000370,2024-08-11,2,356.02,30,498.43,328.7,169.73,PayPal,Same Day,Returned
O0000631,U000773,S0006053,P000453,2025-04-08,1,251.4,5,238.83,180.35,58.48,UPI,Express,Completed
O0000632,U000962,S0001110,P000563,2024-02-14,5,45.95,30,160.82,139.3,21.52,Credit Card,Same Day,Completed
O0000633,U000225,S0008504,P000401,2024-11-13,3,57.76,20,138.62,93.33,45.29,Credit Card,Express,Completed
O0000634,U000934,S0001376,P000810,2024-04-22,2,14.28,5,27.13,14.78,12.35,Debit Card,Express,Completed
O0000635,U001938,S0009181,P000692,2025-08-03,5,795.11,20,3180.44,2474.2,706.24,Net Banking,Standard,Cancelled
O0000636,U000770,S0001675,P000867,2024-05-23,5,223.22,25,837.07,791.75,45.32,UPI,Standard,Completed
O0000637,U001856,S0008979,P000301,2025-08-30,3,248.97,5,709.56,539.88,169.68,UPI,Standard,Cancelled
O0000638,U000738,S0000965,P000149,2024-08-31,2,57.8,30,80.92,67.64,13.28,Debit Card,Same Day,Cancelled
O0000639,U000400,S0003944,P000932,2025-07-29,3,476.98,10,1287.85,798.3,489.55,UPI,Same Day,Completed
O0000640,U001820,S0007413,P000982,2024-10-27,2,83.94,25,125.91,88.48,37.43,Debit Card,Express,Completed
O0000641,U001878,S0004127,P000014,2024-11-18,5,221.76,20,887.04,665.45,221.59,Debit Card,Express,Cancelled
O0000642,U001281,S0008918,P000634,2024-09-03,3,16.02,10,43.25,28.77,14.48,UPI,Standard,Completed
O0000643,U001776,S0008273,P000209,2024-04-10,4,81.64,10,293.9,239.2,54.7,Net Banking,Same Day,Returned
O0000644,U001737,S0008309,P000390,2025-10-28,4,715.88,5,2720.34,2136.16,584.18,Net Banking,Standard,Returned
O0000645,U000777,S0005883,P000760,2024-08-28,5,291.21,5,1383.25,918.25,465.0,Credit Card,Same Day,Completed
O0000646,U001875,S0000476,P000339,2025-10-04,2,843.5,25,1265.25,967.66,297.59,Net Banking,Same Day,Completed
O0000647,U001921,S0008063,P000858,2024-03-27,4,747.85,15,2542.69,2113.84,428.85,Net Banking,Express,Cancelled
O0000648,U000263,S0005084,P000528,2025-07-24,1,100.66,0,100.66,67.17,33.49,Credit Card,Express,Returned
O0000649,U001202,S0008737,P000419,2024-07-15,2,2245.62,10,4042.12,2637.32,1404.8,Net Banking,Standard,Completed
O0000650,U001678,S0001265,P000653,2024-07-21,5,55.47,0,277.35,127.8,149.55,PayPal,Standard,Cancelled
O0000651,U001098,S0001223,P000767,2025-08-20,3,55.73,25,125.39,118.47,6.92,PayPal,Express,Cancelled
O0000652,U000151,S0002355,P000027,2024-07-30,1,469.66,30,328.76,287.74,41.02,UPI,Standard,Returned
O0000653,U000209,S0006102,P000341,2025-09-09,5,119.4,30,417.9,330.25,87.65,UPI,Same Day,Completed
O0000654,U001568,S0005708,P000649,2025-09-16,1,184.66,0,184.66,128.1,56.56,Net Banking,Standard,Cancelled
O0000655,U001380,S0009111,P000565,2025-04-16,2,65.01,15,110.52,92.16,18.36,PayPal,Standard,Completed
O0000656,U000906,S0006706,P000242,2025-02-24,3,263.45,10,711.31,434.61,276.7,Credit Card,Standard,Returned
O0000657,U001273,S0002931,P000858,2024-01-23,4,747.85,10,2692.26,2113.84,578.42,Credit Card,Standard,Completed
O0000658,U001340,S0009107,P000947,2024-08-24,4,438.13,15,1489.64,875.96,613.68,Credit Card,Same Day,Completed
O0000659,U000809,S0001381,P000501,2024-10-20,2,96.47,5,183.29,119.1,64.19,Debit Card,Same Day,Completed
O0000660,U000670,S0007739,P000928,2025-05-29,3,633.67,20,1520.81,886.29,634.52,Credit Card,Express,Completed
O0000661,U001571,S0005351,P000199,2024-02-04,5,34.22,5,162.54,116.25,46.29,Debit Card,Express,Completed
O0000662,U000409,S0008463,P000882,2024-02-02,5,73.1,10,328.95,222.85,106.1,UPI,Same Day,Completed
O0000663,U001256,S0005354,P000607,2025-08-25,3,98.13,10,264.95,193.44,71.51,Net Banking,Standard,Completed
O0000664,U000180,S0005355,P000857,2025-08-15,2,187.32,0,374.64,244.14,130.5,UPI,Express,Completed
O0000665,U000292,S0002676,P000964,2025-01-21,3,32.38,20,77.71,63.51,14.2,Credit Card,Same Day,Completed
O0000666,U000049,S0008357,P000406,2025-04-12,4,218.37,5,829.81,645.24,184.57,PayPal,Same Day,Completed
O0000667,U000097,S0004772,P000532,2025-04-20,3,26.23,0,78.69,45.09,33.6,Credit Card,Same Day,Completed
O0000668,U000144,S0003760,P000393,2024-10-15,4,1928.59,5,7328.64,4700.44,2628.2,Net Banking,Express,Returned
O0000669,U000873,S0009949,P000219,2024-05-31,2,246.59,15,419.2,321.72,97.48,Credit Card,Express,Completed
O0000670,U001002,S0003143,P000218,2025-11-18,4,649.92,5,2469.7,1427.76,1041.94,PayPal,Same Day,Returned
O0000671,U001731,S0008230,P000748,2024-11-29,3,32.31,30,67.85,47.58,20.27,UPI,Same Day,Completed
O0000672,U000922,S0007881,P000279,2024-05-02,2,37.86,5,71.93,49.9,22.03,PayPal,Standard,Completed
O0000673,U000346,S0005124,P000682,2024-04-23,5,61.18,5,290.6,153.75,136.85,UPI,Same Day,Completed
O0000674,U001084,S0009445,P000539,2024-09-18,1,279.95,5,265.95,139.26,126.69,Net Banking,Express,Completed
O0000675,U001701,S0007636,P000774,2024-01-07,4,137.3,0,549.2,270.52,278.68,Debit Card,Same Day,Cancelled
O0000676,U001241,S0002029,P000038,2024-07-21,2,34.46,15,58.58,46.24,12.34,Credit Card,Same Day,Completed
O0000677,U001139,S0005992,P000767,2025-03-04,4,55.73,25,167.19,157.96,9.23,UPI,Same Day,Cancelled
O0000678,U000225,S0008504,P000492,2024-11-13,4,225.55,0,902.2,644.44,257.76,UPI,Same Day,Completed
O0000679,U000527,S0006212,P000909,2025-08-08,2,28.37,20,45.39,27.32,18.07,UPI,Express,Returned
O0000680,U001299,S0008780,P000763,2024-01-29,5,112.92,20,451.68,298.2,153.48,Net Banking,Standard,Returned
O0000681,U000717,S0009831,P000604,2024-12-30,2,767.26,10,1381.07,948.16,432.91,Net Banking,Same Day,Completed
O0000682,U001759,S0003546,P000788,2024-08-16,5,117.59,25,440.96,375.8,65.16,Net Banking,Same Day,Completed
O0000683,U000897,S0000609,P000261,2024-06-12,4,239.49,20,766.37,475.4,290.97,Net Banking,Same Day,Returned
O0000684,U001548,S0009310,P000486,2025-07-16,4,144.34,0,577.36,318.64,258.72,UPI,Standard,Completed
O0000685,U001939,S0006365,P000702,2025-10-04,2,30.11,20,48.18,32.58,15.6,Net Banking,Standard,Completed
